topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,256,2,0,3,6,267
2,36,7,14,5,20,82
3,157,1,5,0,2,165
4,12,7,24,0,16,59
5,157,2,1,2,3,165
