rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,demokratie,3059,322.4914724188253,0.07417464475594189
2,inhalt,280,83.74790468126501,0.019262435165168398
3,direkt,78,69.48492611460607,0.01598187906113114
4,bezug,166,63.699763852615796,0.014651262929113503
5,kompetenz,337,54.38633875471967,0.012509128773081189
6,sozial,549,52.88287884391434,0.012163325505936332
7,bürgerinitiative,46,52.21688759097038,0.012010144200932625
8,art,93,51.663005543806605,0.011882748571594215
9,theorie,49,44.59526233253392,0.010257132433622286
10,demokratietheorie,35,44.35706147238169,0.010202345049478976
11,menschenrecht,303,38.3938780612888,0.008830783166571586
12,erklären,146,38.16705707865768,0.008778613210933171
13,modul,34,35.1408456923568,0.008082569520687206
14,kritik,33,34.70181347770956,0.007981589924812557
15,bundestag,46,34.230892181338874,0.007873275681324784
16,behandlung,33,33.20935038508118,0.007638315980615693
17,fachbezoge,32,33.063351208632014,0.0076047354429148
18,weltweit,32,32.501463162259974,0.007475498393886327
19,fachübergreifend,31,31.480682973400246,0.00724071386667179
20,attisch,60,30.124598764287164,0.0069288077448892245
