rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,demokratie,3059,823.2147905804313,0.062173488879888356
2,deutschland,814,482.11286333319947,0.03641168634271419
3,republik,379,328.11214552545107,0.024780746245824155
4,weimarer,337,312.25465325998965,0.023583105447443416
5,revolution,225,204.91488758574218,0.015476244633132522
6,diktatur,277,201.6723604761053,0.015231352017620109
7,deutsch,338,198.18846215872557,0.014968229785399833
8,weltkrieg,183,171.68721825685498,0.012966717164526707
9,nationalsozialismus,172,165.33190327140167,0.012486730519367344
10,europa,313,164.74990151271427,0.012442774700927405
11,bundesrepublik,389,157.03605453857588,0.011860184610764423
12,element,140,144.79203899164787,0.010935452483544788
13,parlamentarisch,187,133.10923307429064,0.010053105844368684
14,demokratisch,2269,131.55080610697536,0.009935405284525514
15,herrschaft,293,122.66518108601402,0.0092643163843345
16,scheitern,131,120.73825895027862,0.00911878514103154
17,verfassung,209,109.25122066170637,0.008251223897636195
18,ddr,113,98.18013207116944,0.007415077352107437
19,vergleich,128,96.47631054062066,0.007286395833996959
20,politisch,2139,86.04665658182785,0.006498693788494495
