term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
nationalsozialismus,58,0.0004,0.0014,0.0465,0.0012,0.0011,0.0046,0.0001,0.0005,0.0008,0.006,0.1519,0.005,0.0063,0.0003,0.0009,0.0027,0.004,0.026,0.0013,0.0344
antisemitismus,45,0.0704,0.0011,0.0003,0.0006,0.0327,0.0045,0.0206,0.0005,0.0008,0.0053,0.069,0.0049,0.005,0.0003,0.0009,0.0031,0.0058,0.0022,0.001,0.0344
politisch,39,0.0754,0.0011,0.0107,0.0006,0.0011,0.0046,0.0002,0.0222,0.0008,0.0046,0.0004,0.0049,0.0056,0.0003,0.0272,0.0027,0.0425,0.0016,0.001,0.0198
demokratie,35,0.0786,0.0011,0.0004,0.0008,0.0369,0.0047,0.0187,0.0005,0.0014,0.0051,0.014,0.0045,0.0052,0.0495,0.001,0.0026,0.0113,0.0016,0.01,0.0388
gesellschaftlich,33,0.0031,0.001,0.0003,0.001,0.0734,0.0059,0.0436,0.0247,0.0008,0.005,0.0007,0.0045,0.0052,0.0562,0.0009,0.0028,0.0042,0.0015,0.0012,0.0002
ideologisch,31,0.0003,0.0011,0.0098,0.0006,0.0011,0.0044,0.0001,0.0495,0.0008,0.0054,0.0452,0.0049,0.0047,0.0003,0.0009,0.0037,0.0039,0.0062,0.001,0.0002
nationalsozialistisch,28,0.0003,0.0011,0.0004,0.0005,0.0011,0.0045,0.0001,0.0005,0.0008,0.0049,0.0305,0.0048,0.0046,0.0003,0.0009,0.1318,0.0039,0.0385,0.0011,0.0135
imperialismus,24,0.0003,0.0011,0.0003,0.0005,0.0011,0.0051,0.0001,0.0005,0.1522,0.0046,0.0004,0.0045,0.0064,0.0003,0.001,0.0027,0.0039,0.0019,0.001,0.0002
ideologie,23,0.0004,0.0011,0.0004,0.0005,0.0011,0.005,0.0001,0.0005,0.007,0.0046,0.0333,0.005,0.0048,0.0003,0.001,0.0026,0.0041,0.0015,0.001,0.017
charakterisieren,22,0.0003,0.001,0.0003,0.0006,0.0011,0.0049,0.0001,0.0005,0.0579,0.0056,0.0386,0.0044,0.005,0.0003,0.0009,0.0027,0.0038,0.0016,0.001,0.0003
form,22,0.0003,0.0011,0.0003,0.0256,0.0011,0.0049,0.0001,0.0063,0.0134,0.0047,0.0101,0.0046,0.0049,0.0003,0.0009,0.0028,0.0041,0.0016,0.0202,0.04
projekt,22,0.0003,0.0611,0.0003,0.0132,0.0011,0.0046,0.0001,0.0005,0.0009,0.0045,0.0004,0.0048,0.0044,0.0003,0.0011,0.0026,0.004,0.0015,0.1002,0.0003
europa,21,0.0004,0.0011,0.0003,0.0005,0.0098,0.0047,0.0001,0.0006,0.0102,0.0047,0.0413,0.0049,0.0063,0.054,0.0009,0.0027,0.0038,0.0017,0.0011,0.0002
ursache,21,0.0003,0.0011,0.055,0.0008,0.0011,0.0053,0.0192,0.0005,0.0223,0.0047,0.0004,0.0047,0.0052,0.0003,0.0714,0.0027,0.0043,0.0014,0.001,0.0002
volksgemeinschaft,21,0.0003,0.0011,0.0003,0.0005,0.0011,0.0047,0.0001,0.0005,0.0008,0.0055,0.0613,0.0047,0.0049,0.0003,0.0009,0.0031,0.0038,0.0026,0.0011,0.0007
weltkrieg,21,0.0003,0.0097,0.0003,0.0005,0.0011,0.0052,0.0001,0.0005,0.0303,0.0047,0.0161,0.0046,0.0055,0.0003,0.0009,0.0026,0.0039,0.0378,0.001,0.0397
leben,20,0.0003,0.0013,0.0115,0.0137,0.0011,0.0047,0.0001,0.0006,0.0071,0.0046,0.0004,0.0045,0.0049,0.0005,0.0085,0.0033,0.0043,0.0016,0.038,0.0087
mensch,20,0.0004,0.0014,0.0003,0.0157,0.0011,0.0051,0.0219,0.0005,0.0197,0.0046,0.0004,0.0045,0.0048,0.0003,0.0167,0.0029,0.0041,0.0015,0.0168,0.0051
historisch,19,0.0003,0.0387,0.0074,0.0006,0.0011,0.0045,0.0192,0.0005,0.0008,0.0049,0.0004,0.005,0.0046,0.0978,0.0263,0.0029,0.004,0.0015,0.0012,0.0002
menschenrecht,19,0.0003,0.0011,0.0003,0.0802,0.0011,0.0047,0.0001,0.0006,0.0022,0.0047,0.0004,0.0046,0.0049,0.0003,0.001,0.0026,0.0038,0.0014,0.0012,0.0002
demokratisch,18,0.0003,0.0011,0.0504,0.0055,0.1234,0.0051,0.0001,0.0005,0.0008,0.0055,0.0004,0.0047,0.0047,0.0003,0.0013,0.0026,0.0039,0.0029,0.001,0.0002
diktatur,18,0.0599,0.0011,0.0003,0.0012,0.0011,0.0045,0.0001,0.0005,0.0009,0.0044,0.0264,0.005,0.0048,0.0003,0.0009,0.0032,0.0052,0.0021,0.0015,0.0051
inhalt,18,0.067,0.0389,0.0004,0.0053,0.0011,0.0046,0.0001,0.0005,0.0008,0.0046,0.0004,0.005,0.0047,0.0003,0.0249,0.0027,0.0049,0.0015,0.0022,0.0008
denken,17,0.0003,0.0011,0.0003,0.0005,0.0011,0.0047,0.0001,0.0522,0.0134,0.0046,0.0093,0.0047,0.0046,0.0003,0.0009,0.0026,0.0039,0.0015,0.001,0.0002
führerprinzip,17,0.0003,0.0011,0.0003,0.0005,0.0011,0.0046,0.0001,0.0005,0.0008,0.0051,0.0504,0.0049,0.0049,0.0003,0.0009,0.0026,0.004,0.0018,0.001,0.0004
sozialdarwinismus,17,0.0058,0.0011,0.0003,0.0005,0.0011,0.0049,0.0001,0.001,0.0374,0.0051,0.0261,0.0049,0.0047,0.0003,0.0009,0.0029,0.0039,0.0016,0.001,0.0004
vorurteil,17,0.0003,0.0011,0.0003,0.0011,0.0098,0.0049,0.0001,0.0523,0.0134,0.0046,0.0033,0.0047,0.0047,0.0003,0.0009,0.0027,0.0037,0.0015,0.0081,0.0002
welt,17,0.0003,0.0013,0.0003,0.0005,0.0011,0.0055,0.0001,0.0006,0.083,0.0046,0.0004,0.0046,0.0054,0.0003,0.0009,0.0026,0.0039,0.0015,0.0339,0.0002
deutschland,16,0.0003,0.0011,0.0013,0.0217,0.0011,0.0046,0.0001,0.0005,0.0072,0.0048,0.0004,0.0047,0.005,0.0003,0.0121,0.0029,0.0042,0.0015,0.0011,0.0413
diskriminierung,16,0.0003,0.0011,0.0003,0.0227,0.0011,0.0047,0.0577,0.0005,0.0008,0.0048,0.0004,0.0044,0.0047,0.0003,0.0009,0.0026,0.0038,0.0134,0.0025,0.0003
gesellschaft,16,0.0253,0.0011,0.0005,0.0005,0.0011,0.0047,0.0001,0.0006,0.0071,0.0044,0.0005,0.0046,0.0048,0.0004,0.0009,0.0026,0.0039,0.0017,0.0372,0.0007
international,16,0.0003,0.0011,0.0652,0.0303,0.0012,0.0047,0.0001,0.0006,0.0008,0.0047,0.0004,0.005,0.0052,0.0003,0.0009,0.0026,0.0041,0.0015,0.0011,0.0002
umgang,16,0.0003,0.001,0.0003,0.0005,0.0012,0.005,0.0456,0.0027,0.0008,0.0045,0.0004,0.0047,0.0049,0.0003,0.0009,0.0237,0.0037,0.0016,0.0013,0.0002
verfolgung,16,0.0003,0.0011,0.0003,0.0005,0.0011,0.0046,0.0001,0.0005,0.0008,0.0047,0.0004,0.0051,0.0045,0.0003,0.0258,0.0026,0.0045,0.0449,0.001,0.014
widerstand,16,0.0003,0.0011,0.0004,0.0006,0.0011,0.0045,0.0001,0.0006,0.0011,0.0048,0.0004,0.0046,0.0045,0.0003,0.001,0.0028,0.0041,0.0345,0.001,0.0493
herrschaft,15,0.0003,0.0011,0.0006,0.0005,0.0183,0.0047,0.0001,0.0005,0.0014,0.0048,0.027,0.0048,0.005,0.0003,0.001,0.0028,0.0042,0.0016,0.001,0.0061
konflikt,15,0.0004,0.0011,0.0121,0.0005,0.0011,0.0047,0.0001,0.0006,0.0008,0.0048,0.0004,0.0047,0.0046,0.0003,0.0296,0.0025,0.0043,0.0016,0.0011,0.0095
krieg,15,0.0003,0.001,0.051,0.0006,0.0011,0.0046,0.0001,0.0005,0.0008,0.0045,0.0004,0.0046,0.0052,0.0003,0.0226,0.0027,0.0046,0.0015,0.001,0.0141
sozial,15,0.0003,0.001,0.0006,0.0006,0.0264,0.005,0.0002,0.0005,0.0008,0.0051,0.0004,0.005,0.0048,0.0003,0.0822,0.0026,0.0039,0.0016,0.0047,0.0003
weltdeutung,15,0.0081,0.0011,0.0003,0.0005,0.0011,0.0045,0.0001,0.0005,0.0008,0.0045,0.0353,0.0046,0.0049,0.0003,0.0009,0.0026,0.0038,0.0014,0.001,0.0003
kultur,14,0.0003,0.0013,0.0003,0.0176,0.0011,0.0048,0.0001,0.0005,0.0199,0.0045,0.0004,0.0048,0.0047,0.0004,0.0009,0.0026,0.0039,0.0015,0.0588,0.0002
möglichkeit,14,0.0003,0.0011,0.0003,0.0005,0.0969,0.005,0.0001,0.0014,0.0008,0.0046,0.0004,0.0046,0.0048,0.0003,0.0009,0.0026,0.004,0.0015,0.0011,0.0333
unterschiedlich,14,0.0003,0.0011,0.0141,0.0009,0.0011,0.0046,0.0001,0.0006,0.0071,0.0047,0.0004,0.0049,0.0044,0.0003,0.0009,0.0026,0.0044,0.0015,0.001,0.0111
versus,14,0.0003,0.0011,0.0003,0.0005,0.0011,0.0047,0.0728,0.0005,0.0008,0.0051,0.0004,0.0045,0.0046,0.0999,0.0009,0.0027,0.0039,0.0014,0.001,0.0002
geschichte,13,0.0003,0.0011,0.0003,0.0014,0.0279,0.0049,0.0001,0.0006,0.0076,0.0047,0.0004,0.0046,0.0043,0.0003,0.0553,0.0027,0.0165,0.0017,0.0011,0.0012
holocaust,13,0.0003,0.001,0.0003,0.0005,0.0099,0.0048,0.0001,0.0005,0.0008,0.0045,0.0006,0.0046,0.0047,0.0003,0.0009,0.1393,0.0038,0.0398,0.0011,0.0324
lebensraum,13,0.0003,0.0014,0.0003,0.0005,0.0011,0.0047,0.0004,0.0005,0.0008,0.005,0.0375,0.0045,0.0048,0.0003,0.0009,0.0026,0.0038,0.0015,0.001,0.0003
stereotyp,13,0.0003,0.0011,0.0003,0.0005,0.0011,0.0049,0.0183,0.035,0.0134,0.0047,0.0033,0.0046,0.0047,0.0003,0.0009,0.0027,0.0039,0.0015,0.001,0.0002
deutsch,12,0.0195,0.0011,0.0003,0.0071,0.0201,0.0047,0.0001,0.0005,0.001,0.0046,0.0004,0.0046,0.0045,0.0003,0.003,0.0027,0.0039,0.0015,0.0011,0.0004
extremismus,12,0.0554,0.0011,0.0003,0.0346,0.0011,0.0045,0.0001,0.0005,0.0008,0.0048,0.0004,0.0045,0.0045,0.0003,0.001,0.0027,0.0078,0.0015,0.001,0.0002
führen,12,0.0003,0.0011,0.0003,0.0005,0.0011,0.0044,0.0001,0.0006,0.0102,0.0046,0.0004,0.0047,0.0045,0.0003,0.0262,0.0026,0.0045,0.0015,0.001,0.0111
grundgesetz,12,0.0003,0.0011,0.0003,0.0285,0.0177,0.0046,0.0196,0.0005,0.0008,0.0049,0.0004,0.0046,0.0048,0.0003,0.0009,0.0026,0.0039,0.0014,0.001,0.0002
hinblick,12,0.0003,0.0011,0.0003,0.0006,0.0011,0.0047,0.0001,0.0522,0.0008,0.0047,0.0004,0.0046,0.0045,0.0003,0.0009,0.0027,0.004,0.0015,0.0011,0.0002
perspektive,12,0.0003,0.001,0.0003,0.0005,0.017,0.0049,0.0184,0.0005,0.0008,0.0046,0.0003,0.0047,0.0048,0.0978,0.0227,0.0026,0.004,0.0015,0.001,0.0002
religiös,12,0.0003,0.0011,0.0097,0.0135,0.0011,0.0046,0.0001,0.0005,0.0009,0.0048,0.0004,0.0049,0.0046,0.0003,0.0366,0.0027,0.0039,0.0016,0.001,0.0002
terror,12,0.0003,0.0011,0.0003,0.0005,0.0011,0.0045,0.0001,0.0005,0.0008,0.005,0.0004,0.0047,0.0046,0.0479,0.0009,0.0032,0.0045,0.0022,0.001,0.0156
wert,12,0.0003,0.0011,0.0003,0.0259,0.0011,0.0046,0.0191,0.0005,0.0009,0.005,0.0004,0.0047,0.0046,0.0003,0.0012,0.0025,0.0039,0.0015,0.0258,0.0002
wirtschaftlich,12,0.0003,0.001,0.0074,0.0006,0.0011,0.0047,0.0001,0.0221,0.0008,0.0046,0.0004,0.005,0.0045,0.0003,0.0296,0.0026,0.0039,0.0015,0.0011,0.0002
zwischenkriegszeit,12,0.0003,0.0011,0.0003,0.0006,0.0011,0.0046,0.0001,0.0005,0.0008,0.0044,0.0359,0.0047,0.0049,0.0003,0.0009,0.0028,0.0038,0.0017,0.001,0.0002
europäisch,11,0.0004,0.0011,0.0003,0.0006,0.001,0.0054,0.0001,0.0005,0.0528,0.0048,0.0023,0.0047,0.0046,0.0003,0.0011,0.0028,0.004,0.0254,0.001,0.0002
jahrhundert,11,0.017,0.0011,0.0003,0.0062,0.0011,0.0046,0.0001,0.0005,0.0113,0.0047,0.0035,0.0046,0.005,0.0003,0.0009,0.0027,0.0039,0.0025,0.0016,0.0002
afrika,10,0.0003,0.0011,0.0003,0.0005,0.0011,0.0048,0.0001,0.0005,0.064,0.0046,0.0004,0.0047,0.0051,0.0003,0.001,0.0026,0.0039,0.0015,0.0011,0.0002
courage,10,0.0003,0.0257,0.0003,0.0005,0.0011,0.0046,0.0014,0.0008,0.0009,0.0045,0.0004,0.0048,0.0045,0.0003,0.0009,0.0026,0.004,0.0015,0.0481,0.0002
ermitteln,10,0.0003,0.0011,0.0003,0.0005,0.0011,0.0047,0.0001,0.0436,0.0008,0.0046,0.0004,0.0046,0.0046,0.0003,0.0009,0.0027,0.0039,0.0014,0.0011,0.0002
errichtung,10,0.0003,0.0011,0.0003,0.0005,0.0011,0.0047,0.0001,0.0005,0.0008,0.0046,0.0004,0.0049,0.0044,0.0003,0.001,0.0028,0.0043,0.0016,0.001,0.0444
handeln,10,0.0003,0.0014,0.0003,0.0005,0.0011,0.0047,0.0001,0.0005,0.0009,0.0048,0.0122,0.0046,0.0047,0.0003,0.0009,0.0026,0.004,0.0014,0.0505,0.0002
heutig,10,0.0003,0.0011,0.0003,0.0005,0.0011,0.0047,0.019,0.0005,0.0008,0.0045,0.0004,0.0046,0.0044,0.0979,0.0009,0.0026,0.0038,0.0015,0.0186,0.0002
migration,10,0.0003,0.0011,0.0614,0.0005,0.0011,0.0047,0.0188,0.0006,0.0008,0.0045,0.0004,0.0047,0.0051,0.0003,0.0009,0.0026,0.0038,0.0015,0.001,0.0002
thema,10,0.0003,0.0267,0.0003,0.0088,0.0011,0.0046,0.0001,0.0005,0.0009,0.0049,0.0004,0.0048,0.0045,0.0003,0.0015,0.0025,0.0042,0.0015,0.0424,0.0002
ökonomisch,10,0.0003,0.0011,0.0676,0.0005,0.0012,0.005,0.0001,0.0005,0.0008,0.0046,0.0004,0.0051,0.0045,0.0003,0.001,0.0026,0.0039,0.0015,0.001,0.0002
ausgrenzung,9,0.0003,0.0011,0.0003,0.0006,0.0185,0.0046,0.0001,0.0005,0.0008,0.0045,0.0004,0.0049,0.0045,0.0003,0.0009,0.0026,0.004,0.0572,0.001,0.0038
ethik,9,0.0003,0.0016,0.0003,0.0005,0.0011,0.0047,0.0001,0.0005,0.001,0.0047,0.0004,0.0047,0.0047,0.0003,0.0009,0.0029,0.0038,0.0015,0.075,0.0002
gewaltsam,9,0.0003,0.0011,0.0003,0.0005,0.0011,0.0047,0.0001,0.0005,0.0008,0.0046,0.0004,0.0047,0.0046,0.0003,0.0225,0.0026,0.0045,0.0015,0.001,0.0095
kulturell,9,0.0003,0.0011,0.1001,0.0005,0.0011,0.0047,0.0198,0.0005,0.0008,0.0048,0.0004,0.0049,0.0046,0.0003,0.0009,0.0028,0.0039,0.0015,0.001,0.0002
menschenwürde,9,0.0003,0.001,0.0003,0.0225,0.0011,0.0046,0.0001,0.0005,0.0008,0.0047,0.0004,0.0044,0.0047,0.0003,0.0009,0.0033,0.0039,0.0014,0.0327,0.0002
nsdiktatur,9,0.0003,0.0011,0.0003,0.0005,0.0011,0.0047,0.0001,0.0005,0.0008,0.0045,0.0004,0.0047,0.0047,0.0003,0.0009,0.0027,0.0042,0.0016,0.0011,0.0716
recherch,9,0.0003,0.0785,0.0003,0.0005,0.0011,0.0045,0.0001,0.0005,0.0008,0.0047,0.0004,0.0045,0.0046,0.0003,0.0011,0.0027,0.004,0.0015,0.0011,0.0002
teilhabe,9,0.0003,0.0011,0.0511,0.0006,0.0012,0.005,0.0001,0.0005,0.0008,0.0044,0.0004,0.0047,0.0046,0.0003,0.001,0.0026,0.0044,0.0015,0.001,0.0095
ziel,9,0.0003,0.0011,0.0112,0.0005,0.0372,0.0045,0.0002,0.0005,0.0009,0.0046,0.0004,0.005,0.0045,0.0003,0.0014,0.0025,0.0079,0.0015,0.001,0.0002
begründen,8,0.0003,0.001,0.0003,0.0218,0.0011,0.0047,0.0001,0.0005,0.0008,0.0049,0.0093,0.0046,0.0045,0.0003,0.0009,0.0026,0.0039,0.0015,0.001,0.0002
biologismus,8,0.0003,0.0011,0.0003,0.0006,0.0011,0.0046,0.0001,0.035,0.0008,0.0047,0.0004,0.0046,0.0046,0.0003,0.0009,0.0026,0.0039,0.0014,0.0011,0.0002
chauvinismen,8,0.0003,0.0011,0.0003,0.0005,0.0011,0.0046,0.0001,0.035,0.0008,0.0047,0.0004,0.0046,0.0047,0.0003,0.0009,0.0026,0.0038,0.0015,0.001,0.0002
