topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,89,330,44,14,68,545
2,7,129,9,5,49,199
3,6,115,10,3,16,150
4,4,78,20,1,33,136
5,8,79,5,0,12,104
