topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,3,0.2974,91,14.265
2,4,0.2317,73,14.0074
3,5,0.1749,46,28.351
4,2,0.1719,42,15.1261
5,1,0.1241,33,15.4071
