term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
wert,1230,0.0695,0.0571,0.0352,0.0052,0.0513,0.0395,0.0204,0.033,0.05,0.0417,0.0309,0.0279
moralisch,357,0.0533,0.0001,0.0,0.0001,0.0001,0.0,0.0017,0.0,0.013,0.0061,0.0,0.0001
handeln,338,0.0298,0.0001,0.0073,0.0001,0.0001,0.0333,0.0083,0.0031,0.006,0.0,0.0,0.0039
gesellschaftlich,270,0.0,0.0001,0.0023,0.0001,0.0001,0.0238,0.0256,0.0036,0.0009,0.0373,0.0,0.0062
ethisch,253,0.0126,0.0001,0.0,0.0001,0.0001,0.0273,0.0066,0.007,0.0114,0.0,0.0047,0.0035
ethik,240,0.0301,0.0001,0.0,0.0001,0.0059,0.0,0.0035,0.0025,0.0104,0.0,0.0,0.0059
regel,189,0.0033,0.0001,0.0,0.0001,0.0001,0.0106,0.0,0.0007,0.0094,0.0,0.0,0.0627
sozial,178,0.0,0.0001,0.0131,0.0001,0.0001,0.0,0.0321,0.01,0.0038,0.0,0.0,0.0001
frage,175,0.0003,0.0001,0.0029,0.0001,0.005,0.0005,0.0113,0.027,0.0089,0.0,0.0,0.0074
gesellschaft,171,0.0065,0.0001,0.0,0.0052,0.0001,0.0055,0.0151,0.0044,0.0026,0.0109,0.0,0.0078
bedeutung,169,0.0069,0.0001,0.0019,0.0001,0.0001,0.0058,0.0092,0.013,0.0062,0.0,0.0,0.0131
mensch,162,0.0219,0.0001,0.0,0.0096,0.0053,0.0,0.0028,0.0016,0.0,0.0,0.0,0.004
verschieden,148,0.0047,0.0001,0.0,0.0001,0.0001,0.0001,0.0101,0.0108,0.0015,0.0,0.0016,0.027
wertvorstellung,147,0.0017,0.0071,0.0,0.0001,0.0001,0.0127,0.0055,0.0,0.0022,0.0257,0.0032,0.0001
religiös,140,0.0,0.0001,0.0,0.0001,0.0001,0.013,0.0072,0.0125,0.0042,0.0063,0.0023,0.0006
leben,132,0.0098,0.0001,0.0,0.0064,0.0001,0.0045,0.0097,0.0027,0.0024,0.0,0.0,0.0001
entscheidung,130,0.003,0.0057,0.0,0.0001,0.0001,0.0,0.0007,0.0008,0.0,0.0,0.0393,0.004
religion,126,0.0018,0.0001,0.0,0.0001,0.0001,0.0,0.0082,0.0264,0.0,0.0035,0.0,0.0001
historisch,115,0.0,0.0001,0.0,0.0343,0.0001,0.0051,0.0,0.0,0.0,0.0216,0.0,0.0048
politisch,113,0.0,0.0001,0.0,0.0128,0.0001,0.0,0.0106,0.0,0.0,0.0328,0.0,0.0001
entwicklung,107,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0197,0.006,0.0,0.0,0.0,0.0104
unterschiedlich,106,0.0,0.0051,0.0,0.0001,0.0001,0.0037,0.0118,0.0099,0.0,0.0,0.0076,0.0001
gerechtigkeit,106,0.0121,0.0001,0.0,0.0001,0.0001,0.0021,0.0034,0.0,0.008,0.0,0.0,0.0001
moral,103,0.0145,0.0001,0.0,0.0001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0095
zusammenleben,102,0.0039,0.0001,0.0,0.0001,0.0001,0.0,0.0034,0.0037,0.006,0.0039,0.0,0.0159
begründen,101,0.0,0.0001,0.0,0.0001,0.0001,0.0332,0.0,0.0,0.0004,0.0,0.0,0.003
aufgabe,100,0.0,0.009,0.0083,0.0001,0.0141,0.0,0.0088,0.0,0.0002,0.0072,0.0,0.0078
welt,100,0.0079,0.003,0.0,0.0001,0.0001,0.0,0.0011,0.0094,0.0,0.0,0.0,0.0129
sinn,96,0.0023,0.0216,0.0037,0.0001,0.0001,0.0085,0.002,0.005,0.0,0.0,0.0024,0.0001
wichtig,94,0.0073,0.0001,0.0039,0.0001,0.0192,0.007,0.0,0.0,0.0015,0.0,0.0,0.0001
kriterium,93,0.0005,0.0001,0.0,0.0104,0.0001,0.0,0.0,0.0,0.0054,0.0,0.0253,0.0001
freiheit,93,0.0052,0.0001,0.0,0.0001,0.0001,0.0034,0.0118,0.0025,0.0,0.0,0.0,0.0001
bezug,89,0.0013,0.0001,0.0056,0.0001,0.0001,0.0143,0.0016,0.0023,0.0,0.0076,0.0,0.0001
perspektive,88,0.0042,0.0001,0.0,0.0172,0.0001,0.0,0.0001,0.0,0.0057,0.0,0.0112,0.0001
lernen,86,0.0,0.0305,0.0,0.0001,0.0001,0.0,0.0063,0.0035,0.0053,0.0,0.0,0.0001
bne,85,0.0009,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0019,0.0292,0.0,0.0,0.0001
möglichkeit,85,0.0027,0.0218,0.0077,0.007,0.0001,0.0,0.0052,0.0,0.0015,0.0,0.0,0.0001
handlung,82,0.0109,0.0001,0.0,0.0001,0.0001,0.0,0.0022,0.0,0.0028,0.0,0.0021,0.0001
argument,82,0.0013,0.0001,0.0,0.0001,0.0001,0.0266,0.0,0.0,0.0,0.0,0.0,0.0001
gewissen,81,0.0077,0.0001,0.0,0.0001,0.0001,0.0008,0.0053,0.0025,0.002,0.0,0.0,0.0001
begriff,79,0.0084,0.0001,0.0,0.0001,0.0001,0.0013,0.0022,0.0,0.0032,0.0044,0.0,0.0001
menschenrecht,78,0.0,0.0001,0.0,0.0064,0.0001,0.0,0.0,0.0054,0.0147,0.0049,0.0,0.0001
inhalt,76,0.0,0.0001,0.0,0.0017,0.0001,0.0,0.0075,0.0047,0.0,0.0,0.0,0.0199
entwickeln,75,0.0017,0.006,0.0,0.0001,0.0001,0.0084,0.0,0.0011,0.0007,0.002,0.0068,0.005
sachverhalt,74,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0021,0.0,0.0,0.0,0.0272,0.0001
verantwortung,72,0.0077,0.0001,0.0,0.0001,0.0001,0.0056,0.0033,0.0,0.0,0.0,0.0,0.0001
werturteil,72,0.0,0.0001,0.0,0.0505,0.0001,0.0009,0.0,0.0,0.0,0.0,0.0024,0.0001
