topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,16,223,7,4,10,260
2,2,28,2,0,5,37
3,4,34,7,3,6,54
4,0,9,38,0,7,54
5,0,29,0,0,0,29
6,22,51,5,3,15,96
7,6,81,11,8,63,169
8,9,74,9,0,13,105
9,7,63,3,2,35,110
10,0,61,2,2,15,80
11,48,32,4,1,9,94
12,0,46,0,0,0,46
