rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,hinblick,18,41.77333834181928,0.03863763079949312
2,ermitteln,10,34.3287914338545,0.03175190736159648
3,gesellschaftlich,29,33.49882301313634,0.030984240359439665
4,ideologisch,14,30.430666227630272,0.028146394168088798
5,denken,20,30.079308819675237,0.027821411335829903
6,wirtschaftlich,11,28.24223411460061,0.026122236287263033
7,rassismus,13,28.064467395875685,0.025957813592808302
8,ethnozentrismen,8,27.45519722761362,0.025394278171582747
9,typisch,28,27.45459152847323,0.02539371793913088
10,versatzstück,8,27.443634383791853,0.025383583290390303
11,chauvinismen,8,27.43476791818662,0.025375382384306422
12,biologismus,8,27.43145674606537,0.02537231976467838
13,stereotyp,75,26.847314765323386,0.02483202628844934
14,wissenschaftlich,10,26.293877384675742,0.024320132577462513
15,theorie,13,25.42906040741807,0.023520232918905315
16,modell,7,24.036792005539716,0.022232474874638045
17,politisch,20,23.06510994088449,0.021333731935746492
18,unterschiedlich,46,21.286759110232357,0.019688872665355784
19,ordnung,6,20.632062366995626,0.019083320606197336
20,veränderung,14,20.525335184506343,0.018984604878966055
