rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,zusammenhang,217,108.31306709144275,0.026340526082470166
2,sachverhalt,97,87.85962526109694,0.021366477867644253
3,historisch,295,86.07466208713869,0.020932394794360012
4,modell,73,74.13573310876963,0.01802898084259745
5,begründen,81,73.65687847730086,0.017912528753771768
6,wirkung,146,61.88369575914486,0.015049422438081668
7,iii,60,59.97241139501514,0.014584619464661358
8,darstellung,92,58.79529692238307,0.014298358394773626
9,theorie,53,53.982652421925806,0.01312797709735428
10,geeignet,53,52.89989221347555,0.012864661928856038
11,aussage,51,43.18911455484787,0.010503109448930377
12,bestimmt,35,35.384892671739195,0.008605210002579557
13,position,47,34.39396911528559,0.008364228480355057
14,niveau,33,33.12286361668058,0.008055109844546233
15,struktur,102,31.07817183786307,0.0075578636804699674
16,leistungskurs,30,29.92726196786791,0.007277975276759766
17,geschichte,82,29.528543162694024,0.007181011324308974
18,text,29,29.352677833808094,0.007138242843949987
19,material,54,29.18912083436377,0.007098467611602475
20,stellen,131,26.86754520033432,0.006533886391785728
