topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,9,0.2002,221,56.925
2,5,0.1442,144,41.3583
3,4,0.1278,140,38.1614
4,1,0.1179,122,56.4876
5,2,0.1173,119,33.1762
6,3,0.1136,95,100.4913
7,8,0.0694,70,59.8317
8,6,0.0504,42,44.8779
9,10,0.0381,24,44.718
10,7,0.0212,14,40.9566
