rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,evolution,118,97.0993018020306,0.02413658035292419
2,art,147,95.1722149242025,0.023657552322747452
3,evolutionstheorie,84,77.30716494944541,0.019216725187822435
4,selektion,102,68.85178458672253,0.017114918442028407
5,führen,85,64.66236019606816,0.01607352703590179
6,individuum,89,58.48874922994149,0.014538913970862282
7,fitness,57,54.451040249690486,0.01353523541257306
8,entstehung,65,52.24989264502291,0.012988082394552137
9,veränderung,82,48.91517872658313,0.012159151712737973
10,reproduktiv,49,47.22242476714294,0.011738373280746155
11,entwicklung,210,42.84277095732904,0.01064969535889983
12,genpool,44,41.88903709255747,0.010412619770969266
13,erklärung,45,41.098517307923174,0.010216115327082491
14,zusammenhang,145,38.20427070369779,0.00949667435863463
15,angepasst,72,37.675394438559294,0.00936520827975081
16,verschieden,123,34.50222021811221,0.008576432530345297
17,unterschiedlich,70,32.79398281427552,0.008151805281802996
18,variabilität,181,32.75080075265897,0.00814107124684425
19,inhalt,98,32.05054365424372,0.00796700396304374
20,mensch,150,29.820059253365514,0.007412558514223687
