rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,politisch,114,25.59297972782686,0.062121659698496555
2,entscheidung,54,23.184860374457642,0.05627644852831334
3,vertreten,62,20.55059794689194,0.04988232186459222
4,ökologie,32,20.29550526046479,0.04926313718088878
5,formulieren,34,19.400629452883663,0.04709101142678878
6,reflektiert,33,18.312554882831673,0.044449935675305856
7,sinn,34,18.03418526227654,0.04377425105309973
8,selbstständig,32,17.645937744531455,0.042831860583813254
9,wirtschaftlich,39,16.963600313128016,0.04117562773543167
10,kriterium,31,16.915626260834316,0.04105918065569961
11,spannungsverhältnis,23,16.55005646932012,0.04017183567180142
12,ökonomie,31,16.549695468691567,0.040170959417514654
13,umsetzungsmöglichkeit,23,16.512953164661862,0.040081775081351155
14,nennen,24,16.017580285998722,0.03887935997691856
15,einnehmen,17,10.364544534469449,0.025157786054906348
16,weitgehend,15,9.727621388890553,0.02361178698310902
17,widerstand,12,8.617184834818834,0.020916432145086344
18,zivilcourage,11,7.918131811343325,0.019219625657628615
19,kritisch,26,5.279233957869076,0.012814247457200521
20,treffen,10,4.996427383708934,0.012127793048713958
