rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,biologisch,16,2.45621355562234,0.09827930191540495
2,problem,7,1.2602875481112443,0.050427284776411674
3,fragestellung,17,1.258192704961071,0.05034346481623352
4,lösung,8,0.6656019943342315,0.026632415250267265
5,struktur,11,0.6626354738760122,0.02651371728156491
6,übertragen,6,0.6595910235851786,0.026391901143625933
7,sachverhalt,31,0.6593957846511074,0.02638408914124393
8,erkenntnisgewinnung,8,0.6583245231471574,0.026341225265447767
9,analyse,9,0.6582923743820965,0.026339938912239434
10,begründen,14,0.6580950499078828,0.026332043462134063
11,kontinuierlich,5,0.07003588325328086,0.0028023124045568797
12,gesellschaft,8,0.06893049735580212,0.002758083125672447
13,bewertung,9,0.0686139826143677,0.002745418572232904
14,information,15,0.06835078305577412,0.0027348872937844933
15,darstellung,15,0.06823526807550749,0.0027302652479548914
16,grenze,6,0.06810905803902191,0.0027252152659400426
17,saltatorisch,5,0.06784768999425266,0.002714757270981046
18,schriftlich,9,0.06776982377854154,0.002711641647217239
19,erregung,6,0.06763254529620186,0.0027061487887556986
20,nervenzelle,6,0.06756225459116497,0.0027033362802886094
