topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,1,0.136,51,26.8198
2,11,0.1303,54,19.2401
3,14,0.1109,42,27.4621
4,9,0.1022,35,42.1715
5,15,0.0916,30,23.0661
6,2,0.0797,32,16.4659
7,4,0.0745,25,18.962
8,3,0.0691,24,35.3331
9,8,0.0427,12,22.1036
10,5,0.0393,12,31.241
11,12,0.037,13,40.5624
12,13,0.0312,8,37.3829
13,6,0.0236,7,19.2608
14,10,0.022,6,28.0112
15,7,0.01,3,47.9506
