topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,11,10,14,2,31,68
2,82,9,3,8,8,110
3,44,6,2,9,4,65
4,15,5,3,0,5,28
5,5,1,0,4,6,16
6,13,6,0,36,7,62
7,1,1,0,8,6,16
8,32,2,1,0,0,35
9,34,27,6,100,33,200
10,24,3,1,4,1,33
11,63,5,0,3,1,72
12,17,17,6,2,22,64
13,14,7,4,12,14,51
14,9,4,0,23,0,36
15,5,6,0,0,6,17
16,10,8,0,15,6,39
17,8,12,5,4,4,33
18,44,14,2,0,10,70
19,7,10,2,1,2,22
20,7,31,14,13,53,118
