term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
mensch,345,0.0286,0.0097,0.0,0.0264,0.0001,0.0,0.0001,0.013,0.0103,0.0017,0.0269,0.0516,0.0144,0.0387,0.0054,0.0053,0.0001,0.0151,0.0001,0.0
sozial,276,0.0,0.0017,0.0032,0.0001,0.0004,0.0,0.0001,0.0001,0.0407,0.0,0.0,0.0298,0.0,0.0112,0.0001,0.0001,0.0001,0.0,0.0001,0.0252
verschieden,207,0.0,0.0192,0.0,0.008,0.0001,0.0206,0.0001,0.0001,0.0165,0.0,0.0,0.0,0.0,0.0057,0.0001,0.0003,0.0157,0.018,0.0136,0.0
entwicklung,205,0.0,0.0155,0.0062,0.0001,0.0294,0.0128,0.0001,0.0022,0.0058,0.0086,0.0304,0.0002,0.0,0.0001,0.0001,0.0001,0.0143,0.0042,0.0001,0.0094
menschlich,199,0.0,0.0,0.0042,0.0001,0.0002,0.0472,0.0001,0.0001,0.0093,0.0394,0.0137,0.0012,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0084
erleben,172,0.0,0.0,0.0,0.0001,0.0001,0.0719,0.0001,0.0001,0.0131,0.0,0.0,0.0,0.006,0.0168,0.0001,0.0001,0.0001,0.0,0.0001,0.0
lernen,171,0.0082,0.0089,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0035,0.0003,0.0535,0.0001,0.0001,0.0161,0.0086,0.0,0.0001,0.0043
entwickeln,159,0.0048,0.0133,0.0,0.0001,0.0001,0.0032,0.0001,0.0001,0.0183,0.0,0.0,0.0034,0.0,0.0001,0.0001,0.0001,0.0211,0.0,0.0001,0.0
handeln,153,0.0049,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0067,0.0,0.0,0.0097,0.0,0.0001,0.0001,0.0001,0.0001,0.0086,0.0001,0.0313
fähigkeit,150,0.0115,0.0,0.0,0.0001,0.0001,0.0,0.0001,0.0001,0.0023,0.0,0.0,0.014,0.0,0.0001,0.0001,0.0001,0.0543,0.0,0.0001,0.0
psychologie,132,0.0,0.0,0.0,0.0001,0.0001,0.0184,0.0001,0.0001,0.004,0.0,0.0,0.0,0.0003,0.1,0.0001,0.0001,0.0001,0.0,0.0001,0.0
