topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.1648,267,54.9233
2,8,0.1193,125,51.0207
3,12,0.1082,139,56.3899
4,3,0.093,114,41.1422
5,11,0.0836,97,63.9546
6,2,0.0831,115,54.7724
7,1,0.0683,71,63.9775
8,4,0.0682,79,43.6541
9,5,0.0637,74,141.9706
10,9,0.063,62,48.1485
11,7,0.0426,49,46.4417
12,10,0.0422,44,102.0951
