topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,15,20,17,28,27,107
2,12,17,10,7,42,88
3,69,36,11,35,28,179
4,68,110,21,173,117,489
5,281,1,4,1,5,292
