rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,kommunikation,136,60.02631045112814,0.02887452522273466
2,digital,61,38.99098571864043,0.018755878749349496
3,lernen,179,38.5230713319514,0.01853079735322516
4,fächerübergreifend,32,31.76059925552195,0.015277837624876053
5,fördern,72,27.9516198681756,0.01344559988502107
6,ler,36,27.587626624675593,0.013270507796046136
7,selbstständig,68,26.904121194461922,0.012941720392051862
8,differenzierung,32,26.110420468282648,0.012559925617974829
9,erweiterung,27,24.803392788877456,0.011931204588610142
10,politisch,80,23.7683253954153,0.011433304928692071
11,ermöglichen,35,23.26480026669425,0.01119109365633053
12,fachübergreifend,38,23.111309710521954,0.011117259917386057
13,dienen,28,22.36880516321536,0.010760092100172721
14,arbeitstechnik,24,22.141162638030927,0.010650588954205478
15,arbeit,54,22.08376726114055,0.010622979989982384
16,schulintern,20,21.509950656642168,0.010346956328103276
17,curriculum,19,20.717658424412793,0.00996583908349252
18,angebot,64,20.705992578694673,0.009960227448296206
19,vertiefung,48,20.20790487074365,0.009720631744707605
20,wichtig,35,19.221603253618124,0.009246189942323268
