topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,2,29,9,3,10,53
2,0,0,19,0,14,33
3,2,30,0,2,3,37
4,0,34,0,0,2,36
5,0,39,7,8,6,60
6,0,28,2,2,4,36
7,0,17,0,5,8,30
