term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
ökologisch,98,0.0,0.0037,0.0573,0.0002,0.0005,0.0006,0.0002,0.0009,0.0014,0.0005,0.0006,0.0019,0.0396,0.0852,0.0005
sozial,91,0.0452,0.0001,0.0001,0.0002,0.0006,0.0006,0.0004,0.0008,0.0014,0.0004,0.0185,0.0019,0.0003,0.0003,0.0004
beziehung,74,0.0124,0.0001,0.052,0.0002,0.0006,0.0006,0.0002,0.0009,0.0015,0.0005,0.02,0.002,0.0322,0.0064,0.0131
markt,66,0.0174,0.0003,0.0001,0.0002,0.0006,0.0006,0.0712,0.0008,0.0013,0.0004,0.0004,0.0021,0.0003,0.0003,0.0004
marktwirtschaft,58,0.0272,0.0001,0.0001,0.0033,0.0006,0.0006,0.0007,0.0008,0.0013,0.0004,0.0004,0.0019,0.0003,0.0003,0.0004
ökonomisch,58,0.0532,0.0723,0.0001,0.0002,0.0006,0.0007,0.0003,0.0008,0.0013,0.0004,0.0004,0.0019,0.0003,0.0003,0.0004
nische,55,0.0,0.0001,0.0262,0.0002,0.0006,0.0006,0.0002,0.0008,0.0014,0.0005,0.0005,0.0019,0.0278,0.0635,0.0004
parasitismus,53,0.0,0.0001,0.0445,0.0002,0.0006,0.0006,0.0002,0.0009,0.0014,0.0005,0.0006,0.002,0.0291,0.0005,0.0069
bedeutung,48,0.021,0.0381,0.0013,0.0002,0.0005,0.0006,0.0006,0.0008,0.0013,0.0084,0.0185,0.0019,0.0076,0.0003,0.0037
international,48,0.0522,0.0302,0.0001,0.0297,0.0006,0.0006,0.0034,0.031,0.0013,0.0004,0.0004,0.002,0.0003,0.0003,0.0004
entwicklung,47,0.0077,0.0021,0.0077,0.0002,0.0006,0.0006,0.0046,0.0008,0.0014,0.0004,0.0004,0.0021,0.0071,0.0004,0.0367
global,45,0.0195,0.0362,0.0001,0.0314,0.0006,0.0007,0.0002,0.0456,0.0014,0.0004,0.0004,0.0019,0.0003,0.0003,0.0004
räuberbeutebeziehung,45,0.0,0.0001,0.0366,0.0002,0.0006,0.0006,0.0002,0.0008,0.0014,0.0005,0.0004,0.002,0.0288,0.0004,0.0042
faktor,44,0.0,0.0001,0.0432,0.0002,0.0005,0.0006,0.0002,0.0008,0.0014,0.0004,0.0005,0.002,0.0014,0.0168,0.0009
