topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,1,2,0,68,71
2,1,3,2,0,21,27
3,37,0,0,0,0,37
4,0,1,7,1,6,15
5,0,0,4,0,6,10
6,0,1,0,0,8,9
7,1,0,5,0,24,30
8,0,0,4,0,0,4
9,0,0,3,0,0,3
10,3,2,3,1,2,11
11,0,8,0,0,1,9
12,1,0,0,0,0,1
13,10,0,3,0,0,13
14,11,5,0,0,1,17
15,8,0,1,0,2,11
