,text_excerpt,state,school type,grade,year,subject,doc_id
9436,"Fähigkeiten, beherrschen einfache Strategien der Entspannung und Selbstkontrolle, z. B. im Umgang mit Ärger, nehmen sich als einmalige Persönlichkeiten wahr und setzen sich mit ihren eigenen Stärken und Schwächen sowie Gefühlen und Wünschen auseinander, um damit langfristig ein positives Selbstbild zu entwickeln, sind aufmerksam für die Gefühle und Bedürfnisse ihrer Mitmenschen und entwickeln u. a. ihre Fähigkeit zu Empathie, Solidarität und",Bayern,Realschule,,2023,"Ethik, Philo",9436
9437,"entsprechendes Wissen und wenden es alltagspraktisch an. Zugleich beginnen sie, moralische Vorgaben zu hinterfragen und eigene Vorstellungen zu entwickeln. Dabei vermischen sich in der konkreten Handlungssituation übernommene Normen mit unterschiedlichen Gefühlen, Bedürfnissen, Verpflichtungen, persönlichen Bindungen und noch instabilen Entwürfen der eigenen Identität. Unterschiedliche situative Gegebenheiten des soziokulturellen Umfeldes und vielfältige mediale Möglichkeiten und Angebote treten als Einflussfaktoren hinzu. Vor diesem Hintergrund",Saarland,Gym,,2018,"Ethik, Philo",9437
9438,Aspekte der Sprache reflektieren und umsetzen Klassenstufen und Die Schülerinnen und Schüler können beim Kommunizieren Sach- und Emotionsebene unterscheiden. Klassenstufen und Die Schülerinnen und Schüler können mit Rücksicht auf die Gefühle anderer sachorientiert kommunizieren. Klassenstufe Die Schülerinnen und Schüler können metakommunizieren. et ode o pete ese t Texte als Argumentationsträger verwenden Klassenstufen und Die Schülerinnen und Schüler können in Texten Informationsanteile,Saarland,Gym,,2018,"Ethik, Philo",9438
9439,"den Fragen des eigenen Umwelt- und Konsumverhaltens und des Natur- und Tierschutzes auseinanderzusetzen. Ein gelingendes Leben in Familie und Partnerschaft wird im Ethikunterricht insbesondere im Hinblick auf die Wahrnehmung von Gefühlen und Bedürfnissen und hinsichtlich einer konstruktiven Kommunikation thematisiert. Der Ethikunterricht macht den Schülern bewusst, dass sie als Verbraucher Mitverantwortung tragen für eine Vielfalt von Phänomenen in der globalisierten Welt. In",Bayern,Realschule,,2023,"Ethik, Philo",9439
9440,"Sinnfragen sowie die Frage nach Gott zur Sprache zu bringen und ihre Gedanken dazu weiterzuentwickeln. Der Islamische Unterricht soll den Schülerinnen und Schülern Hilfestellungen zur Bewältigung von Krisen, Leid und Gefühlen von Schuld und Versagen geben. Die existenziellen Fragen der Schülerinnen und Schüler können im Dialog mit Gedanken und Sichtweisen anderer Weltanschauungen und Religionen vertieft werden. Dabei lernen Kinder und Jugendliche",Bayern,Realschule,,2023,"Ethik, Philo",9440
9441,und kontextbezogen interpretieren. Klassenstufe Die Schülerinnen und Schüler können den eigenen Wahrnehmungsprozess kontextbezogen reflektieren. Perspektivisch und empathisch wahrnehmen und verstehen Klassenstufen und Die Schülerinnen und Schüler können eigene Perspektiven und Gefühle von denen anderer unterscheiden. Klassenstufen und Die Schülerinnen und Schüler können andere Perspektiven einnehmen - sich in die Befindlichkeit eines anderen hineinversetzen. Klassenstufe Die Schülerinnen und Schüler können mit anderen,Saarland,Gym,,2018,"Ethik, Philo",9441
9442,"Laborexperimenten, z. B.: Der kleine Albert von Watson und Rayner Puzzle-Box von Skinner Nur für eA: Vexierkasten von Thorndike Bezüge zu den Aufgabengebieten: Gesundheitsförderung: Suchtprävention Medienerziehung: Beeinflussung durch Werbung Sexualerziehung: Gefühle und Bedürfnisse als Mittel der Beeinflussung in der Werbung Beitrag zur Leitperspektive D: Förderung eines kritisch-reflektierten Umgangs mit digitalen Medien bzgl. ihrer Beeinflussungsmöglichkeit und ihrer potenziellen Suchtwirkung. D Päd Phi",Hamburg,,Sek2,2024,"Psychologie, Gesundheit",9442
9443,"sich selbst in ihrem Lebensumfeld beschreiben zum Beispiel Familie, Hobbys, Sorgen und mit der Wahrnehmung anderer vergleichen PG Wahrnehmung und Empfindung Vorstellungen darüber, was das Selbst ausmacht zum Beispiel Begabungen, Gefühle, erfassen und den Einfluss verschiedener Faktoren zum Beispiel Geschlecht, Erziehung, Gruppen, Religion auf das Selbst herausarbeiten und diskutieren BO Geschlechtsspezifische Aspekte bei der Berufswahl, Familien- und Lebensplanung VB Umgang mit",BaWü,Gym,,2016,"Ethik, Philo",9443
9444,kontextbezogen interpretieren. Klassenstufe und Die Schülerinnen und Schüler können den eigenen Wahrnehmungsprozess kontextbezogen reflektieren. Perspektivisch und empathisch wahrnehmen und verstehen Klassenstufen und Die Schülerinnen und Schüler können eigene Perspektiven und Gefühle von denen anderer unterscheiden. Klassenstufen und Die Schülerinnen und Schüler können andere Perspektiven einnehmen - sich in die Befindlichkeit eines anderen hineinversetzen. Klassenstufe und Die Schülerinnen und Schüler können mit,Saarland,GemS,,2018,"Ethik, Philo",9444
9445,"ethisch relevanten Situationen wiedergeben ihre Wahrnehmung mit der anderer vergleichen und dabei Vormeinungen, Gewohnheiten und Prägungen beispielsweise personal, sozial, kulturell, religiös, ethnisch, medial berücksichtigen und aufzeigen eigene Bedürfnisse, Interessen und Gefühle und die anderer erkennen und beschreiben durch Perspektivenwechsel und wechselseitigen Austausch mögliche Empfindungen und Sichtweisen Beteiligter oder Betroffener erfassen und benennen Phänomene, Situationen oder Sachverhalte und die zugrundeliegenden Werte und",BaWü,Gym,,2016,"Ethik, Philo",9445
9446,"Personen, Gegenstände, Orte und Sachverhalte differenziert und setzen sie zueinander in Beziehung: las subordinadas de relativo con preposicin Lernbereich : Interkulturelle Kompetenzen äußern Wünsche, geben Ratschläge, formulieren Vorschläge und bringen Gefühle zum Ausdruck: el presente de subjuntivo formas regulares e irregulares y uso el condicional formas regulares e irregulares erkennen weitere Handlungen und Abläufe in der Gegenwart, Vergangenheit und Zukunft conocimiento",Bayern,Realschule,,2023,"Ethik, Philo",9446
9447,"Präsentation Die Schülerinnen und Schüler stellen Sachverhalte unter Verwendung relevanter Fachbegriffe dar MK , präsentieren adressatengerecht mithilfe selbsterstellter Medienprodukte fachbezogene Sachverhalte MK . Urteilskompetenz Die Schülerinnen und Schüler beschreiben unterschiedliche Gefühle, Motive, Bedürfnisse und Interessen von betroffenen Personen und Gruppen sowie erste Folgen aus Konfliktlagen für die agierenden Personen oder Konfliktparteien UK , ermitteln unterschiedliche Positionen sowie deren etwaige Interessengebundenheit UK",NRW,Gesamtschule,,2020,Sozialkunde,9447
9448,"Bedürfnisse und insbesondere zum selbstständigen Lernen, funktionsbezogen auszuwählen, zu nutzen und selbst herzustellen. Sie erkennen bei sich selbst und anderen, dass Medien sowie das eigene mediale Handeln Einfluss auf Vorstellungen, Gefühle und Verhaltensweisen ausüben. Medienbildung Die Schüler lernen, Themen und Probleme mehrperspektivisch zu erfassen. Mehrperspektivität Die Schüler entwickeln eigene Wertvorstellungen auf der Grundlage der freiheitlichen demokratischen Grundordnung, indem sie Werte im",Sachsen,Mittelschule,,2019,Bio,9448
9449,"beschreiben Verstehen und deuten Teilhaben und teilnehmen Begründen und kommunizieren Wahrnehmung geschieht durch die Sinne. Im Islamischen Unterricht lernen die Schülerinnen und Schüler, sich und ihre Umwelt, Erlebnisse, religiöse Inhalte, Gefühle, Gedanken und auch Fragen von einer anderen Perspektive mit all ihren Sinnen aufmerksam wahrzunehmen, sprachlich und fachsprachlich zu beschreiben und sie zum Ausdruck zu bringen. Das Wahrnehmen ist der Ausgangspunkt",Bayern,Realschule,,2023,"Ethik, Philo",9449
9450,"in Alltagssituationen, Medizin, Medien, Ökologie exemplarisch erarbeiten, diskutieren und bewerten BNE Teilhabe, Mitwirkung, Mitbestimmung Möglichkeiten und Grenzen der Pflichtethik von Kant zum Beispiel bezogen auf Menschenbild, guter Wille, Pflicht, Folgen, Gefühle auch im Vergleich zu anderen Positionen der Moralphilosophie untersuchen und bewerten Analysieren und interpretieren , , , Argumentieren und reflektieren , , Freiheit und Selbstverständnis des Menschen Grundlagen des Zusammenlebens",BaWü,Gym,,2016,"Ethik, Philo",9450
9451,"Glauben reflektieren und Möglichkeiten des Umgangs damit beurteilen. Sich ausdrücken und kommunizieren Gegenstandsbereiche Christlicher Glaube evangelischer Prägung Identität und Gemeinschaft Religion in einer pluralen Welt Die Fähigkeit, eigene Gedanken und Gefühle auszudrücken und sich kreativ an Prozessen und Projekten zu beteiligen, dient einem respektvollen Miteinander in Schule und Gesellschaft. Im Dialog werden Kompetenzen erworben, die für das Zusammenleben und -wirken mündiger",Bayern,Realschule,,2023,"Ethik, Philo",9451
9452,"Material prüfen und sichern, die Ergebnisse ordnen und bewerten, Verfassungsschaubilder auswerten sowie einfache Statistiken erstellen und interpretieren, sich in historische Rollen und Persönlichkeiten einfühlen; im Schutz der Rolle ihre eigenen Gefühle und Erfahrungen in die sozialhistorischen Bedingungen übertragen, mit fremdsprachlichen digitalen Informationsquellen z.B. NARA zielführend arbeiten. Geografie Jahrgangsstufe - Aufgaben und Ziele Auf den Grundkenntnissen der und Jahrgänge aufbauend, wird das",Bremen,Gym,Sek1,2006,Sozialkunde,9452
