topic_name,Bio,"Ethik, Philo",Geschichte,"Psychologie, Gesundheit",Sozialkunde,entropy,topic_total,topic_proportion
-1_dtn_ggf_gen gen_christentum,0.3333,0.3333,0.0,0.0,0.3333,1.585,39,0.0327
0_gott_gottes_berufung_erkennen,0.3333,0.3333,0.0,0.0,0.3333,1.585,21,0.0176
1_gen gen_dtn_berufung awraham_lev gen,0.3333,0.3333,0.0,0.0,0.3333,1.585,18,0.0151
2_gottes_bibel_naturwissenschaft_biblische,0.3333,0.3333,0.0,0.0,0.3333,1.585,30,0.0251
3_beschreiben_bedeutung_inhalte_lebens,0.8737,0.0461,0.023,0.0092,0.0479,0.7725,1085,0.9095
TOTAL,0.8248,0.0721,0.021,0.0084,0.0738,0.9548,1193,1.0
