term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
kompetenz,885,0.0058,0.0046,0.0171,0.0237,0.0063
unterricht,727,0.0174,0.0,0.0046,0.0141,0.0226
fach,631,0.0075,0.0,0.0026,0.0409,0.0013
fähigkeit,500,0.0018,0.0,0.016,0.0066,0.004
entwickeln,491,0.0016,0.0007,0.0157,0.0021,0.0073
inhalt,431,0.0037,0.0104,0.0012,0.0137,0.0011
medium,427,0.0229,0.0,0.0046,0.0,0.0
sozial,393,0.0057,0.0122,0.0028,0.0014,0.0
entwicklung,379,0.005,0.0092,0.0004,0.0065,0.0051
ziel,367,0.0052,0.0017,0.0071,0.007,0.0019
bildung,364,0.0061,0.0097,0.0017,0.0044,0.0
nutzen,356,0.009,0.0,0.0092,0.0018,0.0
kennen,355,0.0006,0.0114,0.0056,0.0,0.0
lernende,351,0.0003,0.0,0.0091,0.0027,0.0124
unterschiedlich,349,0.0045,0.0011,0.0101,0.0027,0.0
grundlage,346,0.0043,0.0033,0.0055,0.0057,0.0047
leben,339,0.007,0.0103,0.0,0.0025,0.0008
wissen,339,0.0029,0.0021,0.0069,0.0004,0.0103
individuell,308,0.0065,0.0011,0.0025,0.0,0.0154
handeln,299,0.0042,0.0035,0.0062,0.003,0.0
reflektieren,287,0.0036,0.0,0.0094,0.0016,0.0
mensch,286,0.0033,0.0088,0.0021,0.0009,0.0
fördern,281,0.0101,0.0008,0.0025,0.0023,0.0054
digital,262,0.018,0.0,0.0,0.0,0.0
angemessen,256,0.0011,0.0,0.0082,0.0031,0.002
zusammenhang,250,0.0059,0.0042,0.0038,0.001,0.0
ermöglichen,243,0.0036,0.0001,0.0037,0.0026,0.0078
politisch,237,0.0023,0.0114,0.0006,0.0,0.0
bezug,232,0.0,0.0101,0.0016,0.0,0.001
problem,230,0.0028,0.0005,0.0078,0.0,0.0
historisch,225,0.0,0.0024,0.0075,0.0,0.0
fachübergreifend,222,0.001,0.0112,0.0,0.0,0.0
verstehen,214,0.0,0.0022,0.0015,0.012,0.0
gesellschaft,201,0.0015,0.0098,0.0,0.0,0.0
gesellschaftlich,199,0.0037,0.007,0.0,0.0024,0.0
welt,196,0.0086,0.0026,0.0009,0.0,0.0
thema,195,0.0,0.0055,0.0019,0.0042,0.0
beschreiben,189,0.0002,0.0007,0.0055,0.0024,0.0022
lernkompetenz,181,0.0007,0.0,0.0007,0.0112,0.0019
methode,179,0.0025,0.0,0.0056,0.0,0.0019
zunehmend,176,0.0029,0.0002,0.0028,0.0055,0.0
bewusst,171,0.0006,0.0012,0.0054,0.0,0.002
jahrgangsstufe,164,0.0019,0.0,0.0,0.0,0.0144
verantwortung,164,0.0018,0.0023,0.0,0.006,0.0025
form,159,0.0057,0.0024,0.001,0.0,0.0008
anforderung,157,0.0,0.0,0.0015,0.0019,0.0104
kontext,157,0.0,0.0024,0.0,0.002,0.0092
sprachbildung,151,0.0,0.0063,0.0,0.0029,0.0
erreichen,148,0.0,0.0,0.0041,0.0,0.0062
stellen,147,0.0012,0.0006,0.0001,0.0045,0.0063
entscheidung,147,0.0,0.0013,0.0058,0.0,0.0
kritisch,143,0.0054,0.0,0.0014,0.0028,0.0
leitperspektiven,140,0.0,0.0061,0.0,0.0024,0.0
klassenstuf,138,0.0074,0.0,0.0,0.0022,0.0
voraussetzung,136,0.0011,0.003,0.0,0.0,0.0068
information,134,0.0057,0.0,0.0014,0.0019,0.0
strukturieren,128,0.0013,0.0,0.0013,0.0067,0.0
beitrag,127,0.0009,0.0,0.0,0.0103,0.0
beruf,124,0.0,0.0059,0.0005,0.0007,0.0
demokratie,124,0.0,0.0068,0.0,0.0,0.0
gestaltung,122,0.0054,0.0,0.0019,0.0007,0.0
treffen,119,0.0,0.0,0.0056,0.0,0.0
beruflich,119,0.0001,0.0,0.0,0.0036,0.0082
globales,114,0.0,0.006,0.0,0.0,0.0
fachbezoge,113,0.0,0.006,0.0,0.0,0.0
kultur,110,0.0,0.0051,0.0,0.0007,0.0
konflikt,105,0.0002,0.0019,0.0,0.006,0.0
didaktisch,104,0.0,0.0,0.0,0.0097,0.0
förderschwerpunkt,103,0.0,0.0,0.0,0.0,0.0104
insbesondere,102,0.0055,0.0007,0.0003,0.0,0.0
niveaustuf,102,0.0,0.0,0.0,0.0,0.0108
gestalten,102,0.0002,0.0,0.0017,0.0,0.0067
sonderpädagogisch,92,0.0,0.0,0.0,0.0,0.0094
einzeln,88,0.0,0.0,0.0011,0.0056,0.0
grundsatz,86,0.0,0.0002,0.0,0.0076,0.0
niveaustufen,86,0.0,0.0,0.0,0.0,0.0091
kerncurriculum,80,0.0,0.0,0.0,0.0013,0.0068
gelten,78,0.0,0.0,0.0,0.0056,0.0012
methodisch,66,0.0,0.0,0.0,0.006,0.0
