,text_excerpt,search_term,match_term,state,school type,grade,year,subject,doc_id,bertopic_topic
18974,"zeitlich und räumlich die Gesamtheit des Faches von der Antike bis zur Gegenwart, von der Lokalgeschichte bis zur Weltgeschichte und berücksichtigen neben der politischen Ereignisgeschichte auch weitere Zugänge z. B. Kultur- und Gesellschaftsgeschichte. Im Kompetenzstrukturmodell finden sich die Gegenstandsbereiche des Faches im Inneren der Kompetenzkreise: Zeit: historische Epochen, z. B. Vor- und Frühgeschichte, Antike, Mittelalter, Frühe Neuzeit, Jahrhundert, Jahrhundert und Zeitgeschichte",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18974,1
18975,"an historischen Themen zu arbeiten, epochenspezifische Merkmale zu beschreiben und über ein Grundverständnis der Geschichte eines Landes z. B. bayerische Landesgeschichte in Zeit, Raum und über verschiedene Zugänge Politik, Alltag, Kultur, Gesellschaft, Wirtschaft zu verfügen. Damit sind die Schülerinnen und Schüler in der Lage, auf der Grundlage historischer Fakten Geschichte sinnvoll in Narrationen darzustellen, Einsicht in den Konstruktcharakter von Geschichte zu",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18975,-1
18976,"auf, unterliegen jedoch insgesamt ebenfalls dem historischen Wandel. Im Geschichtsunterricht der gymnasialen Oberstufe werden verschiedene weltanschauliche Grundlagen menschlichen Selbstverständnisses erschlossen und ihre Wechselwirkung mit dem Handeln von Individuen, Gesellschaften und Kulturen exemplarisch herausgearbeitet. Eine besondere Bedeutung kommt dabei den Religionen als den am weitesten verbreiteten Systemen individueller und kollektiver Sinnstiftung zu. Die Schülerinnen und Schüler ... beschreiben das Zusammenleben von Menschen",Kultur,Kulturen,Niedersachsen,Gym,Sek2,2018,Geschichte,18976,0
18977,"und Auswirkungen kultureller Phänomene zu gelangen. Moderner Geschichtsunterricht weitet den historischen Blick über das oftmals unhinterfragte eigene kulturelle Selbstverständnis hinaus und thematisiert auch Formen des Austausches und der Wechselwirkung zwischen Kulturen. Dies ermöglicht eine distanzierte Würdigung des eigenen und fremden Weltverstehens und der Kulturverflechtung sowie Offenheit für alternative Deutungsangebote. Transkulturalität leistet so einen Beitrag zu einem reflektierten Geschichtsbewusstsein, zur Toleranz sowie",Kultur,Kulturen,Niedersachsen,Gym,Sek2,2018,Geschichte,18977,0
18978,"voraus, sondern auch Verständnis für Gegebenheiten, die das Leben in Frankreich und der französischsprachigen Welt prägen. Die Schülerinnen und Schüler eignen sich im Französischunterricht daher auch Kenntnisse über Geographie, Gesellschaft, Kultur, Politik, Wirtschaft und Wissenschaft an. Die Modernen Fremdsprachen leisten in ihrer Gesamtheit einen wesentlichen Beitrag zu den fächer- und schulartübergreifenden Bildungs- und Erziehungszielen. Dieser wird im Fachbereichsprofil Moderne Fremdsprachen erläutert.",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18978,1
18979,"Gewaltfreiheit bezeichnen insofern die Art und Weise, in der Spannungen und Konflikte ausgetragen werden, z. B. in Konflikten um die Herrschaftsordnung, innerhalb einer Gesellschaft, um Weltanschauungen, in Verteilungskämpfen und zwischen Kulturen. Die Frage nach den Gründen und der Legitimierung der Gewalt präsentiert sich in der heutigen Zeit in neuen, zunehmend unübersichtlichen Konstellationen und Bereichen. Gewalt ist, auch in globaler Perspektive, eine",Kultur,Kulturen,Niedersachsen,Gym,Sek2,2018,Geschichte,18979,0
18980,der Zusammenarbeit mit anderen Fächern Interkulturellen Kompetenzen vergleichen die Schülerinnen und Schüler Gewohnheiten in Familie und Alltagsleben in Frankreich mit ihren eigenen Erfahrungen und begegnen Traditionen und Besonderheiten der französischen Kultur und Gesellschaft. Die Schülerinnen und Schüler entwickeln anhand der für die einzelnen Jahrgangsstufen festgelegten alterstypischen und lebensnahen Themengebiete einen differenzierten Einblick in das Schul- und Arbeitsleben in Frankreich sowie in,Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18980,3
18981,"entwickeln so ihre Persönlichkeit sowie ihr Urteilsvermögen weiter. Die an der Realschule produktiv zu erlernende sprachliche Ausgangsnorm ist das français standard. Um den Schülerinnen und Schülern den Zugang zum französischsprachigen Kultur- und Sprachraum zu ermöglichen, wird das Französische von Beginn an in alltagsnahen Kontexten angewendet. In Ergänzung zum Lehrwerk begegnen die Schülerinnen und Schüler in altersgemäßer Progression und Themenauswahl didaktisierten sowie",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18981,-1
18982,"enge politische, kulturelle und wirtschaftliche Beziehungen bestehen. Wechselseitiger Austausch findet auf allen Ebenen statt: in schulischen, universitären und kommunalen Partnerschaften genauso wie in vielen weiteren Bereichen wie Wissenschaft, Wirtschaft und Kultur. Das deutsch-französische Verhältnis hat einen zentralen Stellenwert für das heutige Europa. Angesichts dieser engen Verbindung ist die Kenntnis der französischen Sprache von großem Wert, zumal das Erlernen der jeweils anderen",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18982,1
18983,"aus der Geschichte von der Ebene der Weltgeschichte bis hin zur Lokalgeschichte ermutigen sie, aktuelle politische und gesellschaftliche Herausforderungen anzunehmen, sie zu beurteilen und Veränderungen zu gestalten. Die Geschichte der Kultur und Künste ist ein zentraler Bestandteil des Geschichtsunterrichts. Die Schülerinnen und Schüler gewinnen in der Auseinandersetzung mit Kultur und Künsten in der Geschichte z. B. mit Bauwerken und Denkmälern, beim",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18983,-1
18984,"Musik: Musikkulturen der Welt entdecken - Jazz und Weltmusik Vielfalt kulturhistorischer Bezüge in ausgewählten Beispielen von Weltmusik aus verschiedenen Regionen erörtern Bezüge zu den fächerübergreifenden Themen gemäß Grundsatzband Kap. Bildung, Kultur und lebenslanges Lernen Englisch, Französisch, Spanisch, Russisch, Italienisch, Latein, Griechisch, Sozialkunde, Katholischer Religionsunterricht, Geographie, Kunst, Sport Geschlechtergleichstellung Deutsch, Englisch, Französisch, Russisch, Latein, Griechisch, Sozialkunde, Ethikunterricht, Evangelischer Religionsunterricht, Katholischer Religionsunterricht, Musik,",Kultur,Kultur,Sachsen-Anhalt,Gym,,2022,Geschichte,18984,4
18985,"und bedürfen daher einer kritischen Reflexion. Geschichtsunterricht fördert nicht nur Toleranz - er ermöglicht es, sich auf der Grundlage fundierter Orientierung innerhalb des europäischen Kulturraumes aktiv auf andere, auch außereuropäische Kulturen einzulassen und deren Traditionen und Werte zu verstehen. Er verzichtet auf die Vermittlung eines geschlossenen Weltbildes, stellt jedoch zentrale Kategorien, Ordnungsmuster und Leitfragen zum Verständnis - auch zukünftiger - kultureller",Kultur,Kulturen,Niedersachsen,Gym,Sek2,2018,Geschichte,18985,0
18986,"Theoriebezug: A B Perspektive: national Strukturierende Aspekte: Individuum und Gesellschaft Freiheit und Herrschaft Dimensionen: Sozialgeschichte Kultur- und Ideengeschichte Politikgeschichte Herrschaftspraxis und Selbstverständnis der DDR u. a. Antifaschismus, SED, Stasi, Mauerbau, Kultur-, Medien- und Sportpolitik, Frauen- und Familienpolitik, Erbe-Konzept Auseinandersetzung mit der NS-Vergangenheit in der DDR u. a. Umgang mit dem Mai, Nationale Mahn- und Gedenkstätte Buchenwald Kritik, Protest und Widerstand u.",Kultur,Kultur,Niedersachsen,Gym,Sek2,2018,Geschichte,18986,-1
18987,"für die Opfer von Stalinismus und Nationalsozialismus August Wahlmodul : Die DDR und ihr Selbstverständnis Theoriebezug: A B Perspektive: national Strukturierende Aspekte: Individuum und Gesellschaft Freiheit und Herrschaft Dimensionen: Sozialgeschichte Kultur- und Ideengeschichte Politikgeschichte Herrschaftspraxis und Selbstverständnis der DDR u. a. Antifaschismus, SED, Stasi, Mauerbau, Kultur-, Medien- und Sportpolitik, Frauen- und Familienpolitik, Erbe-Konzept Auseinandersetzung mit der NS-Vergangenheit in der DDR u.",Kultur,Kultur,Niedersachsen,Gym,Sek2,2018,Geschichte,18987,-1
18988,"sozialen Kompetenzen einsetzen und reflektieren können. Im evangelischen Religionsunterricht der Realschule setzen sich die Schülerinnen und Schüler mit der evangelischen Konfession und den prägenden Einflüssen des Christentums auf die westliche Kultur auseinander. Dadurch wird die Ausbildung einer eigenen religiösen und kulturellen Identität gefördert. In der Begegnung mit unterschiedlichen Weltreligionen und Weltanschauungen werden die Schülerinnen und Schüler befähigt, mit Menschen anderer Kulturen",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18988,0
18989,"zum Beispiel lernen, achtsam und respektvoll miteinander umzugehen und sich sozial zu engagieren. Kulturelle Bildung und Interkulturelle Bildung findet im Ethikunterricht immer dann statt, wenn die Vielfalt von Brauchtum und Kultur sowie Religionen und Glaubensbekenntnisse als deren Vermittlungsinstanzen in den Blick geraten. Der Ethikunterricht fördert im besonderen Maße die Bildung für Nachhaltige Entwicklung, wenn er die Schülerinnen und Schüler dazu befähigt,",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18989,0
18990,"den Gegenstandsbereichen des Kompetenzmodells leiten sich im Fachlehrplan der Realschule die einzelnen Lernbereiche ab. Die Lernbereiche beziehen sich auf die schulische und außerschulische Lebenswelt der Schüler: Menschsein Zusammenleben Religion und Kultur Die moderne Welt Zusammenarbeit mit anderen Fächern Beitrag des Faches Ethik zu den übergreifenden Bildungs- und Erziehungszielen Werteerziehung Die Kompetenzerwartungen bringen zum Ausdruck, wozu die Schüler am Ende einer Jahrgangsstufe",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18990,0
18991,"können. artikuliert sich insbesondere in der Beschäftigung des Schülers mit seinen Fähigkeiten, Wünschen und Gedanken und den verschiedenen Möglichkeiten, sein Leben zu führen und selbst zu gestalten. Zusammenleben Religion und Kultur Die moderne Welt Perspektiven Aufbau des Fachlehrplans im Fach Ethik bildet im besonderen Maße den Rahmen zur Entwicklung vielfältiger sozialer Kompetenzen. entwickelt ethische Kompetenzen in der Auseinandersetzung mit den Wertvorstellungen",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18991,0
18992,"in den Fächern Geographie, Evangelische und Katholische Religionslehre sowie Ethik. Aus der historischen Betrachtung der Naturwissenschaft Chemie lässt sich an vielen Stellen die Auswirkung der naturwissenschaftlichen Erkenntnis auf Kunst und Kultur aufzeigen und somit über eine Zusammenarbeit mit den Fächern Geschichte und Kunst vertiefen. Im Bilingualen Sachfachunterricht erwerben die Schülerinnen und Schüler die im Fachlehrplan beschriebenen Kompetenzen, indem sie sich mit",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18992,0
18993,"darin, dass Menschen und Kulturen voneinander lernen und sich so gegenseitig bereichern. Kulturelle Bildung Die Auseinandersetzung mit Gegenständen der Kulturellen Bildung eröffnet den Schülerinnen und Schülern Zugänge zu Kunst und Kultur sowie zum eigenen künstlerischen Potenzial. Ein differenziertes ästhetisches Wahrnehmen, Erleben und Gestalten erfahren sie als Bereicherung des Lebens und der eigenen Persönlichkeit. Die Schülerinnen und Schüler entwickeln ein Bewusstsein für",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18993,0
18994,"Fachhochschulreife, der fachgebundenen und Allgemeinen Hochschulreife. Schulart- und fächerübergreifende Bildungs- und Erziehungsziele Schulart- und fächerübergreifende Bildungs- und Erziehungsziele sowie Alltagskompetenz und Lebensökonomie Die Schülerinnen und Schüler sehen sich in Gesellschaft, Kultur, Politik, Natur und Technik mit Phänomenen und Entwicklungen konfrontiert, die - soweit sie im schulischen Kontext relevant sind - über die Grenzen eines einzelnen Unterrichtsfaches hinausreichen. Die schulart- und fächerübergreifenden",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18994,3
18995,"mit dem Mai, Kontroverse um die Wehrmachtsausstellung Wahlmodul : Deutsches und europäisches Selbstverständnis nach Theoriebezug: A B Perspektive: national europäisch Strukturierende Aspekte: Individuum und Gesellschaft Freiheit und Herrschaft Dimensionen: Sozialgeschichte Kultur- und Ideengeschichte Politikgeschichte Auseinandersetzung mit der NS-Vergangenheit in Deutschland nach Alliierte Aufarbeitungspolitik - Bundesrepublik: u. a. juristische Aufarbeitung, Umgang mit dem Mai, Kontroverse um die Wehrmachtsausstellung - DDR: u. a.",Kultur,Kultur,Niedersachsen,Gym,Sek2,2018,Geschichte,18995,-1
18996,"a. Folgen der Weltwirtschaftskrise, Aufstieg der NSDAP Wahlmodul : Nationalsozialismus und deutsches Selbstverständnis Theoriebezug: B C Perspektive: national europäisch Strukturierende Aspekte: Individuum und Gesellschaft Freiheit und Herrschaft Dimensionen: Politikgeschichte Sozialgeschichte Kultur- und Ideengeschichte Hintergründe u. a. Faschismus in Europa und Inhalte der NS-Ideologie Sozialdarwinismus/ Antisemitismus, Führerprinzip, Volksgemeinschaft, Lebensraumideologie, Antiparlamentarismus, Antibolschewismus Ideologie und Praxis u. a. Verfolgung von Juden und anderen Minderheiten,",Kultur,Kultur,Niedersachsen,Gym,Sek2,2018,Geschichte,18996,-1
18997,"analysieren Angebote von Beratungsstellen, z.B. Familienberatung, Suchtberatung, Schuldnerberatung. erproben Tätigkeiten aus Gesundheitsberufen Kontaktaufnahme zu Patienten, Pulsmessung, Maßnahmen der Ersten Hilfe .... untersuchen Barrieren im Umfeld der Betroffenen z.B. Infrastruktur, Architektur, Kultur. erproben Hilfsmittel z.B. Gehhilfen, Rollstühle, Hörgeräte. prüfen den gesellschaftlichen Umgang mit beeinträchtigten Menschen. erproben Pflegesituationen z.B. Zahnpflege, Haarpflege, Händewaschen. analysieren Assistenz- und Pflegesituationen aus der Perspektive des Pflegenden z.B. Ressourcenorientierung,",Kultur,Kultur,Niedersachsen,Realschule,,2011,"Psychologie, Gesundheit",18997,3
18998,"der Arbeit im Gymnasium ist eine Erziehung, die zur Persönlichkeitsentwicklung und -stärkung, zur Gestaltung des eigenen Lebens in sozialer Verantwortung sowie zur Mitwirkung in der demokratischen Gesellschaft befähigt. Eine angemessene Feedback-Kultur an allen Schulen ist ein wesentliches Element zur Erreichung dieses Ziels. Beitrag des Unterrichtsfaches Biologie zum Kompetenzerwerb Fachprofil Die Lernenden greifen im Biologieunterricht Fragestellungen auf Grundlage der Wertschätzung der Umwelt",Kultur,Kultur,MeckPomm,Gym,Sek 1,2022,Bio,18998,0
18999,"Herausforderungen anzunehmen, sie zu beurteilen und Veränderungen zu gestalten. Die Geschichte der Kultur und Künste ist ein zentraler Bestandteil des Geschichtsunterrichts. Die Schülerinnen und Schüler gewinnen in der Auseinandersetzung mit Kultur und Künsten in der Geschichte z. B. mit Bauwerken und Denkmälern, beim Besuch von Museen, bei der Beschäftigung mit populären Ausformungen der Geschichtskultur ein Bewusstsein für deren Bedeutung, Funktion und",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",18999,-1
19000,"mit populären Ausformungen der Geschichtskultur ein Bewusstsein für deren Bedeutung, Funktion und Wirkung in der Gesellschaft. Sie entwickeln am historischen Beispiel die Fähigkeit zu differenziertem ästhetischen Wahrnehmen und Erleben von Kultur und Künsten. Sie schätzen diese als Bereicherung des gesellschaftlichen Lebens. Interkulturelle Bildung Medienbildung/Digitale Bildung Interkulturelle Bildung ermöglicht über die Auseinandersetzung mit kulturspezifischen Charakteristika und durch die Entwicklung kultursensiblen Verhaltens den",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",19000,0
19001,"in Fachräumen mit Computer-/Medienausstattung oder an außerschulischen Lernorten z. B. Galerie, Museum, Künstleratelier, Natur kommt besondere Bedeutung zu. Schülerinnen und Schülern mit besonderem Förderbedarf werden vielfältige Zugangsmöglichkeiten zu Kunst und Kultur sowie dem eigenen Gestalten eröffnet und geeignete Hilfsmittel zur Verfügung gestellt. Bei einer Wahl zum Profilfach sollte auch eine Beratung durch die Fachschaft einbezogen werden. Kompetenzorientierung im Fach Kunst Kompetenzstrukturmodell",Kultur,Kultur,Bayern,Realschule,,2023,"Ethik, Philo",19001,-1
