topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,52,1,3,0,4,60
2,42,2,2,1,7,54
3,14,1,1,0,3,19
4,7,2,21,0,8,38
5,24,1,0,1,0,26
6,81,0,0,0,0,81
7,17,4,5,5,3,34
8,123,2,2,2,8,137
9,35,2,6,0,4,47
10,138,1,0,0,4,143
11,27,0,2,0,5,34
12,58,3,2,1,1,65
