topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,3,0.2953,846,45.1247
2,2,0.2472,759,32.1259
3,1,0.1865,497,60.2573
4,4,0.1436,339,107.8563
5,5,0.1274,303,59.4914
