term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
mensch,374,0.0231,0.0063,0.0225,0.0115,0.0005,0.0106,0.0011
leben,366,0.0238,0.0032,0.0084,0.0237,0.0065,0.0064,0.0053
gesellschaft,356,0.0098,0.017,0.0038,0.0,0.0136,0.0026,0.0012
religion,311,0.0082,0.0082,0.0319,0.0001,0.0001,0.0001,0.0034
kulturell,290,0.0045,0.0023,0.0077,0.055,0.001,0.0042,0.0
politisch,285,0.0,0.0065,0.0019,0.0,0.0306,0.0,0.0
geschichte,270,0.0,0.0114,0.0,0.0,0.0094,0.0028,0.0177
welt,269,0.0299,0.0054,0.0,0.0045,0.0043,0.0,0.0019
historisch,258,0.0,0.0195,0.004,0.0013,0.0038,0.0,0.0
entwicklung,243,0.0045,0.0058,0.0129,0.0,0.0134,0.0,0.0
sozial,241,0.0206,0.001,0.0064,0.0,0.0134,0.0018,0.0006
verschieden,216,0.0023,0.0021,0.0226,0.0128,0.0019,0.0021,0.0042
gesellschaftlich,191,0.006,0.0027,0.005,0.0029,0.0089,0.0133,0.0
unterschiedlich,190,0.0074,0.006,0.0044,0.0,0.0054,0.0033,0.0071
europäisch,172,0.0,0.016,0.0,0.0,0.0003,0.0,0.0
wissenschaft,157,0.0024,0.002,0.0042,0.0052,0.0017,0.0204,0.0041
bedeutung,151,0.0021,0.0047,0.0089,0.0053,0.0012,0.0033,0.0025
natur,148,0.0147,0.0,0.002,0.0,0.0052,0.0065,0.0
wirtschaft,144,0.0,0.0102,0.0,0.0,0.0055,0.0,0.0
vielfalt,143,0.0086,0.0002,0.0048,0.023,0.001,0.0001,0.0004
perspektive,143,0.0064,0.0047,0.0,0.0,0.0079,0.0021,0.0
demokratie,142,0.0,0.0049,0.0,0.0,0.0135,0.0,0.0
handeln,137,0.0217,0.0,0.0,0.0,0.0023,0.005,0.0
kunst,135,0.0,0.0031,0.0005,0.0,0.0038,0.0069,0.0147
frage,135,0.003,0.0,0.0123,0.0,0.0033,0.0098,0.0
lernen,129,0.0,0.0004,0.0009,0.0006,0.0081,0.0002,0.0155
herrschaft,126,0.0032,0.0101,0.0,0.0,0.0001,0.0,0.0
deutsch,123,0.0,0.0035,0.0,0.0,0.0,0.0026,0.0204
zusammenleben,121,0.0067,0.002,0.0101,0.0,0.0,0.0054,0.0001
europa,118,0.0,0.0118,0.0,0.0,0.0,0.0,0.0011
interkulturell,114,0.0,0.0,0.005,0.017,0.0037,0.0032,0.0
wert,111,0.0109,0.0,0.0,0.0,0.0071,0.0027,0.0
identität,108,0.0,0.0012,0.0,0.0059,0.0085,0.0038,0.0
mittelalter,105,0.0,0.0094,0.0,0.0,0.0,0.0,0.0
religiös,103,0.0047,0.002,0.0062,0.0,0.0,0.0072,0.0
begriff,102,0.0,0.0,0.0056,0.0149,0.0018,0.0013,0.0008
umwelt,101,0.0038,0.0,0.0,0.0,0.0113,0.0,0.0
darstellung,100,0.0,0.0053,0.0023,0.0085,0.0,0.0,0.0
ethik,100,0.0141,0.0,0.0,0.0,0.0,0.0066,0.0
griechisch,98,0.0,0.005,0.0,0.0,0.0,0.0,0.0117
ziel,98,0.0,0.0,0.0043,0.0,0.0109,0.001,0.0001
entwickeln,98,0.0,0.0,0.0125,0.0,0.0037,0.0,0.0025
zusammenhang,97,0.0024,0.0,0.0186,0.0,0.0,0.0,0.0
revolution,97,0.0,0.0078,0.0,0.0,0.0,0.0001,0.002
demokratisch,96,0.0,0.0,0.0,0.0055,0.0133,0.0,0.0
