term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
dimension,94,0.004,0.0067,0.0,0.0,0.0,0.0,0.0
ethisch,90,0.0091,0.0,0.0082,0.0,0.0,0.0,0.0002
sprache,89,0.0,0.0016,0.0013,0.0,0.0052,0.0103,0.0
form,89,0.0,0.0033,0.0,0.0076,0.0,0.0054,0.0027
menschlich,88,0.0083,0.0,0.0046,0.0,0.003,0.0,0.0
mitin,86,0.0026,0.0,0.0,0.0194,0.0,0.0007,0.0
orientierung,86,0.0009,0.0018,0.0,0.0,0.0086,0.0,0.0
republik,86,0.0,0.0075,0.0,0.0,0.0,0.0,0.0
antike,84,0.0,0.0075,0.0,0.0,0.0001,0.0,0.0
bereich,84,0.0,0.0,0.0032,0.0,0.0095,0.0,0.0
konflikt,84,0.0077,0.0,0.008,0.0,0.0002,0.0,0.0032
kontext,84,0.0031,0.0014,0.0002,0.0134,0.0,0.0019,0.001
antik,83,0.0,0.0077,0.0,0.0,0.0,0.0,0.0
beitrag,83,0.0008,0.0,0.0,0.0018,0.008,0.0057,0.0
global,80,0.0096,0.0019,0.0034,0.0,0.0001,0.0,0.0
zentral,79,0.0,0.0,0.0074,0.0,0.0033,0.0074,0.0015
land,78,0.0,0.0022,0.0059,0.0,0.0,0.0104,0.0
römisch,76,0.0,0.0069,0.0,0.0,0.0,0.0,0.0
französisch,75,0.0,0.0026,0.0,0.0,0.0,0.0,0.0124
wandel,75,0.0,0.0064,0.0,0.0,0.0005,0.0001,0.0
nehmen,74,0.0007,0.0019,0.0,0.0093,0.0012,0.0047,0.0
menschenrecht,72,0.0064,0.0,0.0034,0.0,0.0,0.0078,0.0
unterschied,70,0.0008,0.0031,0.0023,0.0079,0.0,0.0,0.0
toleranz,70,0.0,0.0,0.0136,0.0002,0.0,0.0,0.0
chance,69,0.0085,0.0016,0.0,0.0,0.0005,0.0014,0.0009
deutschland,65,0.0,0.0062,0.0,0.0,0.0,0.0,0.0005
globalisierung,64,0.0087,0.0,0.0,0.0,0.0032,0.0,0.0
wissen,62,0.0,0.0003,0.0,0.0,0.0004,0.0,0.0147
gestaltung,61,0.0002,0.0,0.0,0.0,0.0053,0.0077,0.0
thema,60,0.0081,0.0,0.0015,0.0,0.0015,0.0013,0.0
fähigkeit,59,0.0003,0.0,0.0019,0.0,0.0066,0.0,0.0
musik,58,0.0,0.0,0.0,0.0,0.0,0.0076,0.01
grenze,57,0.0037,0.0,0.0081,0.0,0.0,0.0,0.0
religionsunterricht,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0156
kommunikation,56,0.0,0.0,0.0,0.0084,0.0043,0.0001,0.0
sport,54,0.0,0.0,0.0063,0.0,0.0,0.0,0.0085
weltanschauung,52,0.0,0.0,0.0104,0.0,0.0,0.0,0.0
inklusion,52,0.0,0.0,0.0,0.001,0.0066,0.0,0.0
spiel,52,0.0,0.0017,0.0,0.0,0.0,0.0,0.0102
grundlegend,50,0.0,0.0,0.0086,0.0,0.0016,0.0,0.0
friedlich,49,0.0029,0.0007,0.0,0.0,0.0005,0.008,0.0007
mecklenburgvorpommern,49,0.0,0.0,0.0028,0.0,0.0028,0.0071,0.0
veränderung,47,0.0,0.0016,0.0075,0.0,0.0,0.0,0.0005
englisch,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0131
setzen,44,0.0003,0.0,0.009,0.0,0.0,0.0,0.0005
bild,43,0.0005,0.0007,0.0,0.0092,0.0,0.0,0.0
lehrplan,42,0.0019,0.0,0.0,0.0,0.0016,0.0071,0.0
gefahr,40,0.0076,0.0,0.0,0.0,0.0,0.0,0.0
gegenseitig,40,0.0,0.0,0.0,0.009,0.0015,0.0,0.0
philosophie,37,0.0,0.0007,0.0,0.0,0.0002,0.0084,0.0
jugend,37,0.0,0.0,0.0089,0.0,0.0,0.0,0.0
latein,36,0.0,0.0,0.0,0.0,0.0,0.0,0.01
fächerübergreifend,35,0.0,0.0,0.0003,0.0,0.0,0.0,0.0092
handlung,35,0.0007,0.0,0.0,0.0096,0.0,0.0,0.0
prägung,35,0.0,0.0005,0.0,0.0097,0.0,0.0,0.0
spanisch,35,0.0,0.0004,0.0,0.0,0.0,0.0,0.0086
katholisch,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0092
grundsatz,30,0.0,0.0,0.0013,0.0,0.0,0.0072,0.0012
russisch,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0084
allgemein,29,0.0,0.0,0.0,0.0,0.0,0.0102,0.0
anthropologie,29,0.0,0.0,0.0,0.0,0.0,0.0089,0.0
kulturelle,29,0.0,0.0,0.0,0.008,0.0,0.0011,0.0
leistungseinschätzung,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0091
gemäß,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0078
grundsatzband,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0076
definieren,27,0.0,0.0,0.0,0.0074,0.0,0.0,0.0
grundschule,24,0.0,0.0,0.0,0.0,0.0,0.0077,0.0
gelegenheit,22,0.0,0.0,0.0,0.0,0.0,0.0077,0.0
