topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.418,543,50.0232
2,3,0.241,313,79.9378
3,4,0.1381,106,43.5073
4,1,0.1232,123,52.983
5,5,0.0796,70,67.5019
