topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,48,0,0,2,50
2,3,47,5,3,14,72
3,6,164,9,1,15,195
4,21,38,4,1,4,68
5,114,112,16,6,47,295
6,6,36,8,0,19,69
7,5,64,15,2,27,113
8,15,107,13,1,12,148
9,56,8,11,7,24,106
10,10,14,0,1,2,27
11,0,36,2,0,7,45
12,9,84,1,1,9,104
13,26,2,39,0,34,101
14,125,2,0,2,2,131
15,4,12,16,4,8,44
16,0,79,0,0,1,80
17,63,19,6,0,0,88
18,13,64,30,0,63,170
19,15,49,30,4,87,185
20,7,18,4,1,14,44
