term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
norm,1229,0.0486,0.0129,0.0345,0.0005,0.0079,0.0244,0.048,0.0112,0.0,0.0209,0.0108,0.0345,0.0,0.0,0.0064,0.1142,0.0325,0.014,0.012,0.0259
handeln,413,0.0,0.0022,0.0355,0.0029,0.0102,0.0145,0.0,0.0023,0.0,0.0001,0.0022,0.0157,0.0,0.0,0.0008,0.0202,0.0033,0.0048,0.0,0.0
gesellschaftlich,405,0.004,0.0024,0.0,0.0,0.0035,0.0,0.0222,0.0012,0.0,0.0001,0.0151,0.0112,0.0,0.0,0.0039,0.0,0.0659,0.0189,0.0037,0.0
mensch,374,0.0037,0.0,0.013,0.0,0.0,0.0,0.0,0.0517,0.0,0.0001,0.0,0.0,0.0,0.0145,0.0,0.0019,0.0,0.009,0.0087,0.0
ethisch,366,0.0057,0.0172,0.0062,0.0,0.024,0.0105,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0184,0.0193,0.0023,0.0,0.0
leben,336,0.0,0.0,0.0284,0.019,0.0007,0.0229,0.0052,0.0,0.0,0.0001,0.0165,0.0042,0.0,0.0,0.0,0.0,0.0,0.0097,0.0006,0.0
moralisch,331,0.0032,0.0,0.0281,0.0,0.0061,0.0,0.0,0.0,0.0,0.0001,0.0144,0.0,0.0,0.0,0.0,0.0516,0.0,0.0,0.0,0.0
verschieden,305,0.0,0.0061,0.0007,0.0218,0.0103,0.0,0.0073,0.0,0.0,0.0001,0.0113,0.0067,0.0086,0.0,0.0,0.0,0.0,0.0,0.0152,0.0063
ethik,295,0.0,0.0189,0.0161,0.0,0.0,0.0,0.0039,0.0088,0.0,0.0001,0.0188,0.0,0.0,0.0,0.0,0.0305,0.0,0.0028,0.0,0.0006
unterschiedlich,281,0.0,0.0114,0.0045,0.0197,0.003,0.0105,0.0024,0.0023,0.0,0.0001,0.0,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0
bedeutung,272,0.0,0.0,0.0055,0.0,0.0006,0.0,0.0,0.0115,0.001,0.0001,0.0207,0.011,0.0,0.0112,0.0006,0.0,0.0,0.0122,0.0092,0.0088
gesellschaft,272,0.0085,0.0026,0.0056,0.0,0.0015,0.0,0.0075,0.0052,0.0,0.0001,0.0,0.0,0.0,0.0,0.0176,0.0,0.0,0.0359,0.0,0.0
politisch,256,0.0,0.0054,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,0.0001,0.0,0.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0556,0.0
entscheidung,254,0.0,0.0065,0.0,0.0,0.0084,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0
sozial,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0477,0.0,0.0,0.0001,0.0203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0
beitrag,238,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0001,0.0,0.0383,0.0,0.0,0.0,0.0,0.0028,0.0,0.0122,0.0044
gerechtigkeit,230,0.0,0.0112,0.0111,0.0,0.0068,0.0058,0.0006,0.0,0.0,0.0001,0.0324,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0
welt,229,0.0,0.0,0.0228,0.0,0.0,0.0,0.0,0.022,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0
entwicklung,218,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0023,0.0,0.0198,0.0,0.0351,0.0
frage,202,0.0,0.0074,0.0,0.0,0.0021,0.0108,0.004,0.0113,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0065,0.019,0.0,0.0
regel,190,0.0,0.0,0.0182,0.0,0.0072,0.0047,0.0,0.0,0.0,0.0001,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.0
perspektive,185,0.0,0.0,0.0049,0.0143,0.014,0.0046,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.0
demokratisch,183,0.0047,0.0013,0.0,0.0,0.0,0.0036,0.0131,0.0,0.0,0.0001,0.0,0.0025,0.0,0.0,0.016,0.0,0.0,0.0155,0.0103,0.0
freiheit,181,0.0,0.0,0.0,0.0,0.0013,0.0,0.0,0.0027,0.0,0.0001,0.057,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0
umgang,177,0.0,0.0033,0.0033,0.0,0.0,0.0,0.0,0.0225,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.0037,0.0064
religion,173,0.005,0.0,0.0018,0.0,0.0,0.0,0.0,0.0056,0.0,0.0001,0.0,0.0086,0.0,0.0,0.0,0.012,0.0081,0.0143,0.0,0.0
zusammenhang,170,0.0,0.0046,0.0,0.0059,0.014,0.0,0.0,0.0053,0.0,0.0001,0.0,0.0039,0.0,0.003,0.0,0.0,0.0,0.0037,0.0014,0.0
biologisch,168,0.0,0.0,0.0,0.031,0.0001,0.0,0.0,0.0,0.0146,0.0001,0.0,0.0,0.0,0.0019,0.0,0.0,0.0201,0.0,0.0,0.0
leitperspektive,167,0.0,0.0101,0.0,0.0,0.0,0.0002,0.0,0.0071,0.0,0.0001,0.0,0.0242,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0
relevant,167,0.0,0.0,0.0,0.0063,0.021,0.0,0.0,0.0,0.0,0.0001,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0
aussage,164,0.0,0.0,0.0005,0.0,0.0259,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bezug,164,0.008,0.0,0.0008,0.0,0.0069,0.0,0.0035,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0095,0.0262,0.0019,0.0,0.0
wertvorstellung,163,0.0061,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0001,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0018,0.0
verantwortung,163,0.0,0.0029,0.0,0.0031,0.007,0.0143,0.0005,0.0081,0.0,0.0001,0.0,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0
historisch,162,0.0123,0.0,0.0,0.0,0.0,0.0084,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283,0.0
argument,159,0.0,0.0045,0.0,0.0,0.0212,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087
experiment,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
information,158,0.0,0.0,0.0,0.0511,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entwickeln,156,0.0,0.0015,0.0,0.0,0.0046,0.0,0.0034,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.003,0.0,0.0031,0.0127,0.011,0.0
religiös,154,0.0,0.0,0.0098,0.0,0.0,0.0086,0.0034,0.0,0.0,0.0001,0.0,0.0219,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0
bne,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0207,0.0245
auseinandersetzung,149,0.0,0.0,0.0041,0.0,0.0023,0.0098,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0147,0.0059,0.0129,0.0,0.0
begründen,147,0.0,0.0,0.0,0.0,0.0209,0.0,0.0044,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
urteil,146,0.0,0.0232,0.0,0.006,0.012,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
möglichkeit,145,0.0,0.0,0.0019,0.0,0.0088,0.0,0.0131,0.0087,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0025,0.0
persönlich,145,0.0,0.0,0.0034,0.0,0.0055,0.0,0.0,0.0,0.0,0.0001,0.0,0.0089,0.0,0.0,0.0,0.0,0.0279,0.0,0.0,0.0
folge,144,0.0,0.0057,0.0011,0.0,0.016,0.0042,0.0,0.0,0.0,0.0001,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geschichte,142,0.0,0.0,0.0,0.0,0.0001,0.0,0.0125,0.0012,0.0,0.0001,0.0,0.0,0.0171,0.0,0.0246,0.0,0.0,0.0035,0.0,0.0
sinn,141,0.0,0.0,0.0015,0.0084,0.0,0.0035,0.0,0.0097,0.0,0.0001,0.0,0.0142,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0063
datum,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0559,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toleranz,138,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0023,0.0,0.0001,0.0179,0.0,0.0,0.0,0.0,0.0039,0.0,0.0088,0.0,0.0
nachhaltig,135,0.0,0.0,0.0,0.0,0.0,0.0072,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0234,0.0
untersuchen,133,0.0042,0.0,0.002,0.0,0.0003,0.0,0.0016,0.0099,0.0,0.0001,0.0153,0.0039,0.0057,0.0,0.0,0.0,0.0,0.0,0.0037,0.0
lernen,131,0.008,0.0,0.0,0.014,0.0,0.0,0.006,0.0043,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0046,0.0086
sachverhalt,131,0.0,0.008,0.0,0.0412,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inhalt,129,0.004,0.0,0.0,0.0,0.0077,0.0139,0.0028,0.005,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0044,0.0
kontext,127,0.0,0.0,0.0059,0.0,0.0009,0.0117,0.0043,0.0,0.0,0.0001,0.0054,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0
hinblick,126,0.0,0.0,0.003,0.0,0.0133,0.0043,0.0,0.0013,0.0,0.0001,0.0057,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
individuell,125,0.0,0.0035,0.0019,0.0,0.0026,0.0109,0.005,0.0004,0.0,0.0001,0.0053,0.008,0.0,0.0,0.0,0.0,0.0,0.0061,0.0,0.0
medium,123,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0133,0.0183,0.0001,0.0042,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wichtig,121,0.0,0.0033,0.0055,0.0,0.0,0.0,0.0055,0.0,0.0,0.0001,0.0,0.0126,0.0,0.0,0.0,0.0136,0.0,0.0,0.0,0.0
kriterium,121,0.0,0.0208,0.0,0.0099,0.0032,0.0,0.0,0.0,0.0029,0.0001,0.0,0.0057,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0
konflikt,120,0.0,0.0,0.0039,0.0,0.0034,0.0,0.0,0.0,0.0,0.0001,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
normativ,119,0.0,0.0,0.0005,0.0,0.0184,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quelle,118,0.0,0.0,0.0,0.0235,0.0,0.0,0.0,0.0015,0.0063,0.0001,0.0,0.0,0.0133,0.0,0.0029,0.0,0.0,0.0,0.0,0.0
form,117,0.0,0.0,0.0056,0.0042,0.0019,0.0076,0.0,0.0047,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0025,0.0
menschenrecht,116,0.0,0.0,0.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0095,0.0
zusammenleben,115,0.0,0.0,0.0055,0.0,0.0,0.0051,0.0,0.0,0.0,0.0001,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0024,0.0
sachverhalte,115,0.0,0.0,0.0,0.0449,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formulieren,113,0.0033,0.0089,0.0,0.0,0.0112,0.0,0.0,0.0023,0.0,0.0001,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kultur,113,0.0,0.0,0.0062,0.0,0.0,0.0128,0.0,0.0,0.0,0.0001,0.0,0.0,0.023,0.0,0.005,0.0,0.0,0.0,0.0,0.0
verstehen,113,0.0,0.0,0.0,0.0138,0.0,0.0,0.0151,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075,0.0,0.0043
ziel,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0001,0.0035,0.0238,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
position,112,0.0,0.0114,0.0,0.0,0.0122,0.0,0.003,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stellen,111,0.0,0.0,0.0,0.0071,0.0019,0.0,0.0075,0.0177,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
treffen,111,0.0,0.0,0.0,0.0049,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0425,0.0,0.0,0.0
