rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,wunsch,195,75.84132822711291,0.02134019587761294
2,handeln,110,66.23432265308442,0.018636981343537896
3,familie,80,61.16735788978577,0.017211241274350926
4,verantwortung,63,55.42150458853744,0.015594475880086204
5,mensch,184,51.71941469966773,0.01455278363613673
6,entwickeln,68,49.30169964647708,0.013872488155856665
7,lebensform,47,47.304873199662055,0.01331062210597653
8,medium,58,44.225580739141535,0.012444172298093649
9,eth,48,44.11852475619371,0.012414048937923378
10,fähigkeit,119,43.60344999393343,0.012269117453003528
11,verschieden,94,42.514041978631774,0.011962580357983773
12,lernen,47,41.61571511363234,0.011709809583666604
13,unterschiedlich,120,40.215020257593295,0.01131568274950665
14,auseinandersetzung,47,37.36869800815343,0.010514785985779615
15,liebe,52,34.24999581875108,0.009637247087641042
16,gesellschaftlich,90,30.589276440985472,0.008607195657890847
17,kritisch,30,30.365375171369152,0.008544194428052808
18,freiheit,73,29.638447554783994,0.008339651890502314
19,leben,146,27.742362566498578,0.007806132422997169
20,sexualität,47,26.47529173180798,0.007449604650670506
