topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.1752,932,102.9822
2,3,0.1708,907,85.1151
3,2,0.1695,823,198.5104
4,7,0.1504,685,64.0713
5,5,0.1265,674,109.3639
6,1,0.1223,496,97.8487
7,4,0.0853,335,142.7229
