rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,handeln,523,52.20325180804284,0.022724710314457712
2,prinzip,149,44.702061467700595,0.019459350943269588
3,problem,127,38.89318071484425,0.016930674514351193
4,norm,509,37.1316696713004,0.01616386733675532
5,gerecht,45,32.50050681534922,0.014147865829654705
6,regel,171,31.911738569180404,0.013891567852552899
7,ethisch,537,31.482397916262173,0.013704670645465815
8,setzen,49,30.555790196643034,0.013301307037372707
9,inhalt,65,27.364409660604974,0.011912060282183213
10,menschenrecht,63,25.536962880790597,0.011116550476796489
11,rechtlich,60,24.97334548186315,0.01087120096933839
12,funktion,77,23.19237265136526,0.010095921839222038
13,gemeinsam,25,22.82376702585129,0.009935463328114614
14,verhalten,35,22.465438369506014,0.00977947850665641
15,leben,251,22.215155628157426,0.009670527385857098
16,philosophisch,115,22.089029628947877,0.009615623204682757
17,begründet,57,21.954426676634128,0.009557028902740641
18,frage,314,20.960242618893428,0.00912424849292087
19,verantwortlich,71,20.0999200719796,0.008749739626547893
20,toleranz,84,19.67048778454958,0.008562802529843533
