term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
sozial,512,0.0,0.0087,0.0001,0.0061,0.0586,0.0,0.0001,0.0,0.0001,0.0125,0.0332,0.0294,0.0001,0.0156,0.0
freiheit,309,0.0102,0.0017,0.0001,0.0032,0.013,0.0,0.0001,0.0,0.0001,0.0,0.0182,0.0001,0.0001,0.0001,0.0223
wert,295,0.0067,0.0001,0.0166,0.0,0.0033,0.0,0.0001,0.0,0.0001,0.0,0.0159,0.0001,0.0001,0.0268,0.0131
handeln,287,0.0122,0.012,0.0021,0.0,0.0,0.0179,0.0001,0.0,0.0001,0.0,0.0144,0.0001,0.0027,0.0194,0.0107
gesellschaft,279,0.0177,0.0001,0.0001,0.0059,0.008,0.0,0.0001,0.0016,0.0001,0.0278,0.0227,0.0001,0.0043,0.0003,0.0
verantwortung,276,0.0187,0.0033,0.0001,0.0,0.0062,0.0,0.0001,0.0011,0.0001,0.0,0.0092,0.0001,0.0041,0.0058,0.0258
frage,232,0.0,0.009,0.0001,0.0057,0.0028,0.0116,0.0001,0.0,0.0001,0.0,0.0202,0.0001,0.0149,0.0039,0.0007
ethik,219,0.0227,0.0157,0.0001,0.0087,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0026,0.0001,0.0001,0.0139,0.016
politisch,214,0.0,0.0001,0.0142,0.0012,0.0444,0.0001,0.0053,0.0,0.0001,0.0144,0.0076,0.0001,0.0001,0.0,0.0
leben,205,0.0,0.0162,0.0001,0.0,0.0042,0.0,0.0112,0.0,0.0001,0.0111,0.0052,0.0001,0.0003,0.0001,0.0212
verschieden,198,0.013,0.0001,0.0001,0.0042,0.0,0.0,0.0145,0.0,0.0001,0.0,0.0038,0.0001,0.0145,0.0032,0.0208
mensch,194,0.0,0.0001,0.0001,0.0023,0.0,0.0,0.0001,0.0001,0.006,0.0073,0.008,0.0001,0.0001,0.0028,0.0208
unterschiedlich,193,0.0,0.005,0.0001,0.0,0.0054,0.0109,0.0268,0.0,0.0001,0.0,0.0112,0.0001,0.0001,0.0051,0.0058
bedeutung,177,0.0036,0.0001,0.0001,0.0,0.0,0.0085,0.0115,0.0,0.0001,0.0,0.0124,0.0048,0.0088,0.0,0.0098
gesellschaftlich,170,0.0,0.0054,0.0001,0.0,0.0138,0.0,0.0001,0.0084,0.0001,0.0,0.0144,0.0001,0.0001,0.0,0.0018
welt,169,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0143,0.0025,0.0001,0.007,0.0118,0.0188
zusammenleben,159,0.0,0.0001,0.0001,0.0024,0.0,0.0002,0.0001,0.0,0.0001,0.0,0.012,0.0001,0.0001,0.0002,0.0128
konflikt,151,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0073,0.0001,0.0045,0.0,0.0218
medium,148,0.0,0.0001,0.0001,0.0051,0.0,0.0,0.0001,0.0079,0.0001,0.0263,0.0,0.0001,0.0001,0.0,0.0184
norm,148,0.0,0.0001,0.0181,0.0,0.003,0.0,0.0001,0.0,0.0001,0.0,0.0105,0.0001,0.0001,0.0141,0.0002
menschenrecht,147,0.0,0.0147,0.0001,0.0114,0.0,0.0458,0.0001,0.0,0.0001,0.0,0.0002,0.0001,0.0186,0.0,0.0
entwicklung,128,0.0,0.0001,0.0001,0.0,0.0164,0.0,0.0001,0.0,0.0001,0.0139,0.0031,0.0001,0.0021,0.0055,0.0034
form,126,0.0018,0.0001,0.0001,0.0,0.0,0.0,0.0566,0.0,0.014,0.0001,0.0026,0.0001,0.0031,0.0043,0.0013
problem,124,0.0,0.0001,0.0001,0.0031,0.0,0.0001,0.0001,0.0046,0.0204,0.0,0.0083,0.009,0.0129,0.0,0.0004
begriff,117,0.0295,0.0001,0.0001,0.0039,0.0,0.0,0.0001,0.0,0.0063,0.0,0.0065,0.0028,0.0001,0.0,0.0
prinzip,112,0.0,0.0047,0.0001,0.0056,0.0,0.0001,0.0119,0.0,0.0001,0.0,0.0095,0.0069,0.0001,0.0,0.0
perspektive,110,0.0,0.0001,0.0001,0.0014,0.0,0.0066,0.0001,0.0287,0.0001,0.0106,0.0031,0.0001,0.0001,0.0,0.0
nachhaltig,109,0.0,0.0001,0.0001,0.0,0.014,0.0,0.0001,0.0,0.0001,0.0097,0.0008,0.0001,0.0001,0.01,0.0028
regel,105,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0056,0.0001,0.0,0.0073,0.0001,0.0144,0.0,0.0048
global,103,0.0,0.0001,0.0001,0.0029,0.0,0.0026,0.0001,0.0024,0.0192,0.0,0.0019,0.0001,0.0001,0.02,0.0
inhalt,103,0.0,0.0001,0.0001,0.0116,0.0039,0.0,0.0001,0.0053,0.0001,0.0001,0.0031,0.0288,0.0015,0.0,0.0
umgang,103,0.0,0.0001,0.0001,0.0,0.0027,0.0105,0.0001,0.0,0.0084,0.0,0.0,0.0001,0.0001,0.0065,0.0118
ethisch,103,0.0136,0.0001,0.0001,0.0088,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0045,0.0001,0.0019,0.0037,0.002
einzeln,101,0.0,0.0001,0.0001,0.0013,0.0,0.0064,0.0001,0.0147,0.0001,0.0,0.0019,0.0001,0.0001,0.0,0.0098
moral,99,0.0,0.0001,0.0001,0.0022,0.0,0.0,0.0001,0.0,0.0001,0.0,0.009,0.0001,0.0001,0.0,0.0047
beitrag,97,0.0,0.0001,0.0001,0.0,0.0045,0.0,0.0001,0.0,0.0001,0.0,0.0002,0.0001,0.0001,0.0302,0.0
natur,97,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0214,0.0,0.0001,0.0001,0.0006,0.0124
politik,96,0.0,0.0001,0.0577,0.0162,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0
hinblick,96,0.0,0.005,0.0001,0.0,0.0,0.0161,0.0001,0.0,0.0147,0.0,0.0,0.0001,0.0001,0.0,0.01
leistung,95,0.0,0.0001,0.0001,0.0,0.0,0.0029,0.0001,0.0202,0.0285,0.0025,0.0016,0.0001,0.0001,0.0,0.0
