term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15,Topic_16,Topic_17,Topic_18,Topic_19,Topic_20
untersuchen,73,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0103,0.0,0.003,0.0055,0.0191,0.0,0.0008,0.0053,0.0087,0.0001,0.0001
europa,72,0.0,0.0,0.0001,0.0136,0.011,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0017,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0001
handeln,72,0.0,0.0,0.0041,0.0,0.0001,0.0132,0.0,0.0062,0.0,0.0048,0.0057,0.0034,0.0001,0.0001,0.0,0.0093,0.0001,0.0044,0.0001,0.0001
entwickeln,71,0.0,0.008,0.0001,0.0003,0.0087,0.0,0.0,0.0001,0.0009,0.0009,0.0,0.0018,0.0001,0.0001,0.0,0.0176,0.0001,0.0023,0.0016,0.0001
globalisierung,70,0.0,0.0,0.0045,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0026,0.0001,0.0001,0.0019,0.0,0.0548,0.0,0.0001,0.0001
hinblick,70,0.0,0.0,0.0001,0.0021,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0039,0.0001,0.0024,0.0107,0.0,0.0001,0.0101,0.0001,0.0001
kommunikation,68,0.0025,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0549,0.0001,0.001,0.0,0.0001,0.0085,0.0001,0.0001
grundlegend,66,0.0021,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0033,0.0117,0.0,0.0036,0.0001,0.0001,0.0028,0.0,0.0001,0.0,0.0001,0.0001
wirtschaft,66,0.0,0.0,0.0001,0.0031,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.005,0.0001,0.0001,0.0019,0.0032,0.0138,0.0027,0.0001,0.0001
quelle,65,0.0,0.0062,0.0001,0.0016,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0037,0.0001,0.0001,0.0008,0.0132,0.0001,0.0,0.0001,0.0001
