topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,4,0.2984,1255,49.2501
2,3,0.2879,1155,55.9883
3,5,0.1763,680,55.0959
4,2,0.1326,415,111.3597
5,1,0.1048,344,83.0845
