term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7
natur,1266,0.0,0.0,0.0319,0.0,0.0071,0.0107,0.0
leben,1009,0.011,0.0074,0.0028,0.0075,0.0126,0.0048,0.0071
entwicklung,938,0.0214,0.0,0.0096,0.0079,0.0022,0.0,0.0082
beschreiben,808,0.0,0.0,0.0286,0.0034,0.0,0.0,0.0
bedeutung,700,0.0111,0.0005,0.0117,0.0035,0.0065,0.0,0.0
handeln,699,0.0,0.0036,0.0003,0.0,0.0202,0.0034,0.0056
frage,656,0.0011,0.0086,0.0,0.0011,0.0109,0.0129,0.0015
welt,608,0.0,0.016,0.0002,0.0037,0.0123,0.0025,0.0001
verantwortung,603,0.0,0.0011,0.0051,0.0,0.0172,0.0,0.002
tier,591,0.0,0.0021,0.017,0.0,0.0,0.004,0.0
gesellschaft,588,0.0,0.0049,0.0,0.0114,0.0055,0.0018,0.0089
verschieden,586,0.0011,0.0,0.01,0.0,0.0073,0.0077,0.0
unterschiedlich,519,0.0004,0.0002,0.0028,0.0054,0.0057,0.0,0.0098
kompetenz,516,0.0044,0.0072,0.0064,0.0017,0.0,0.0,0.0059
sozial,513,0.0,0.0018,0.0014,0.0062,0.0035,0.0004,0.0118
umwelt,483,0.0,0.0,0.0114,0.0025,0.0016,0.0001,0.0041
evolution,468,0.0288,0.002,0.0,0.0,0.0,0.0,0.0
freiheit,463,0.0,0.001,0.0001,0.0,0.0164,0.0041,0.0
historisch,459,0.0,0.0,0.0,0.0,0.0,0.0244,0.0033
erläutern,453,0.0052,0.0014,0.011,0.002,0.0,0.0013,0.0
menschlich,449,0.0,0.0049,0.0035,0.0,0.0033,0.0091,0.0027
ethik,443,0.0,0.0054,0.0015,0.0,0.0134,0.0,0.0
umgang,436,0.0,0.0,0.0118,0.0,0.0,0.0,0.0038
aspekt,434,0.0019,0.0094,0.0049,0.0014,0.0,0.0,0.005
gesellschaftlich,433,0.0,0.0026,0.0005,0.0014,0.0032,0.0003,0.0127
technik,431,0.0,0.0,0.0058,0.0084,0.0041,0.0015,0.0
politisch,426,0.0,0.0,0.0,0.0133,0.0019,0.0,0.009
geschichte,421,0.0,0.0,0.0,0.0,0.0,0.0264,0.0
erklären,419,0.0,0.0,0.0118,0.0048,0.0,0.003,0.0
inhalt,397,0.009,0.0071,0.0,0.0066,0.0,0.0014,0.0021
kulturell,389,0.0,0.0,0.0041,0.0,0.0,0.0,0.0118
reflektieren,385,0.0,0.0006,0.003,0.0,0.0132,0.0,0.0
erkennen,380,0.0003,0.0024,0.0024,0.0026,0.001,0.0,0.0091
entwickeln,377,0.0,0.0,0.0033,0.0,0.0,0.0012,0.0113
grundlage,375,0.0,0.0003,0.0027,0.0,0.0068,0.0006,0.0061
kultur,374,0.0025,0.0017,0.001,0.0071,0.0023,0.0074,0.0
