topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,2,75,26,4,11,118
2,1,9,358,2,69,439
3,11,34,28,1,9,83
4,0,32,4,0,4,40
5,22,23,61,4,39,149
6,7,20,8,0,7,42
7,5,39,5,0,11,60
8,0,47,17,0,1,65
9,17,56,4,0,24,101
10,21,11,34,0,11,77
11,16,56,54,2,86,214
12,7,19,37,0,15,78
