topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.1242,180,48.0557
2,12,0.1111,150,71.1063
3,3,0.1023,138,73.3225
4,13,0.0867,103,88.3932
5,11,0.0799,116,115.5436
6,14,0.0768,98,77.5338
7,6,0.0727,93,32.5872
8,7,0.0683,84,88.6239
9,10,0.057,68,95.2091
10,4,0.0537,67,88.8183
11,9,0.0414,45,84.0024
12,15,0.0382,36,62.7457
13,8,0.0365,38,45.2487
14,1,0.0301,28,61.1936
15,5,0.021,20,70.6569
