topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2325,308,35.8244
2,1,0.2256,247,36.767
3,3,0.2236,262,19.0957
4,2,0.1617,166,31.0894
5,4,0.1566,171,61.5457
