topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,5,0.2049,172,43.5032
2,7,0.186,133,72.7431
3,1,0.1531,114,49.3977
4,6,0.1427,101,44.4211
5,4,0.077,52,39.8403
6,2,0.0742,55,59.2995
7,8,0.0601,49,35.5784
8,9,0.0403,23,38.7215
9,10,0.0359,21,40.4818
10,3,0.0257,18,41.6109
