topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,0,11,2,0,7,20
2,8,36,4,3,22,73
3,6,30,6,1,8,51
4,1,1,1,0,4,7
5,0,9,0,0,0,9
6,1,32,0,0,0,33
7,5,57,3,5,10,80
8,0,1,0,0,0,1
9,0,27,1,0,8,36
10,3,33,3,0,7,46
11,0,0,0,0,0,0
12,3,27,4,4,8,46
13,0,15,0,0,0,15
14,1,16,2,0,41,60
15,0,4,10,0,16,30
16,4,13,3,0,8,28
17,0,5,1,0,1,7
18,5,32,5,1,7,50
19,1,22,1,0,4,28
20,2,9,2,0,7,20
