topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,9,0.1872,29,10.4034
2,3,0.143,26,16.0572
3,14,0.1382,19,24.799
4,7,0.0931,15,16.4094
5,15,0.0823,14,16.2144
6,6,0.0716,11,18.6694
7,4,0.0564,8,14.4929
8,11,0.0459,6,29.3759
9,8,0.0407,5,6.0503
10,2,0.0398,6,32.8066
11,13,0.0389,5,23.745
12,12,0.0386,6,38.7824
13,10,0.0107,1,15.1236
14,5,0.0091,1,7.3276
15,1,0.0045,0,1.3624
