rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,markt,20,208.76740135654455,0.034078560476120054
2,leben,42,155.59704524734238,0.025399192028602215
3,konsum,10,135.02519772849277,0.022041105731501982
4,gut,8,133.50046993448586,0.021792213768484517
5,politisch,127,101.96119389899607,0.016643837543247813
6,sozial,109,88.61245043311438,0.014464828950304952
7,rolle,31,87.6708560532185,0.014311125925739089
8,bezug,70,84.74760301847276,0.013833942923583272
9,wert,44,76.879484644149,0.012549575028450406
10,vorstellung,41,74.92981848284765,0.012231317408944571
11,geld,12,74.66439066297376,0.012187989772767461
12,kosten,12,73.06589095429243,0.011927055505063844
13,bedürfnis,9,71.26427531142079,0.011632965205326536
14,einnahme,8,70.71040654651473,0.011542553339881849
15,bleiben,7,69.81521192112828,0.011396424471194018
16,finanziell,5,68.06227746184564,0.011110280740931672
17,ökonomisch,69,65.24787814546649,0.010650866691209529
18,allgemeinbildung,12,65.1912774514187,0.010641627364750685
19,europa,58,54.70791391720046,0.008930354743294507
20,international,56,53.49904525337938,0.008733022671332968
