term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
entwicklung,365,0.0016,0.0001,0.0118,0.0001,0.0067,0.0001,0.0618,0.0002,0.0035,0.03,0.0003,0.0127,0.0063,0.0,0.0001
information,327,0.0312,0.0,0.0,0.0001,0.0036,0.0161,0.0179,0.0002,0.0099,0.0102,0.0003,0.0,0.0229,0.0132,0.0001
dna,255,0.0395,0.0002,0.0,0.0001,0.0075,0.0001,0.0,0.0002,0.0001,0.0134,0.0003,0.0,0.007,0.0379,0.0001
merkmal,245,0.0048,0.0082,0.0,0.0001,0.004,0.017,0.0,0.0002,0.0001,0.0208,0.0003,0.0,0.0137,0.0422,0.0001
bedeutung,242,0.04,0.0024,0.0,0.0001,0.0108,0.0194,0.0008,0.0136,0.0001,0.0,0.0003,0.0,0.0061,0.014,0.0046
fortpflanzung,237,0.0103,0.0,0.0078,0.0001,0.0024,0.0026,0.043,0.0002,0.0001,0.0193,0.0003,0.0001,0.0,0.0,0.0001
mensch,222,0.0109,0.0,0.0223,0.0001,0.0097,0.018,0.0051,0.0002,0.0046,0.0215,0.0003,0.0287,0.0,0.0001,0.0037
variabilität,219,0.0,0.015,0.0,0.0001,0.0043,0.0327,0.0157,0.0002,0.0001,0.0038,0.0003,0.0,0.0196,0.0001,0.0001
evolution,217,0.0,0.0315,0.0,0.0001,0.0,0.0001,0.0064,0.0098,0.0001,0.0011,0.0003,0.0648,0.0043,0.0079,0.0001
vererbung,180,0.0073,0.0,0.0,0.0001,0.0001,0.0143,0.0,0.0002,0.0001,0.0946,0.0003,0.0,0.0,0.0,0.0001
inhalt,179,0.0089,0.0,0.0,0.01,0.0047,0.0001,0.0097,0.0002,0.0054,0.0,0.0003,0.0,0.0032,0.0357,0.0001
leben,178,0.0022,0.0008,0.002,0.0083,0.0045,0.0001,0.0036,0.0002,0.0001,0.0129,0.0003,0.0,0.0138,0.0235,0.0001
zusammenhang,177,0.008,0.0,0.0,0.01,0.0042,0.0107,0.0126,0.0002,0.0001,0.0,0.0003,0.0,0.0141,0.0083,0.0001
organismus,168,0.0,0.0244,0.0,0.0001,0.01,0.0061,0.0,0.0002,0.0001,0.0087,0.0003,0.0,0.0159,0.0058,0.0001
struktur,167,0.0083,0.0,0.0,0.0001,0.0092,0.0071,0.0,0.0002,0.0001,0.0108,0.0003,0.0,0.0193,0.0073,0.0001
biologie,162,0.0,0.0,0.0,0.0001,0.0034,0.0001,0.0091,0.0002,0.0001,0.0,0.0003,0.0314,0.0,0.0294,0.0001
funktion,162,0.0199,0.0,0.0,0.0001,0.013,0.0001,0.0,0.0002,0.0001,0.0103,0.0172,0.0,0.0108,0.0049,0.0001
selektion,161,0.0,0.0217,0.0,0.0001,0.0,0.0001,0.0346,0.0002,0.0001,0.0,0.0003,0.0,0.0,0.0,0.0001
rekombination,158,0.0,0.0,0.0,0.0066,0.0,0.0001,0.0306,0.0002,0.0001,0.0,0.0003,0.0,0.0089,0.0017,0.0001
evolutiv,155,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0391,0.0002,0.0001,0.0,0.0003,0.0,0.0026,0.0,0.0001
basiskonzept,154,0.0,0.0,0.0,0.0001,0.0028,0.0001,0.0253,0.0002,0.0001,0.0263,0.0003,0.0,0.0024,0.0013,0.0001
verfahren,150,0.0,0.018,0.0088,0.0001,0.0173,0.0001,0.0,0.0002,0.0247,0.0,0.0003,0.0,0.001,0.0,0.0317
code,148,0.0014,0.0,0.0,0.0001,0.0,0.012,0.0007,0.0002,0.0001,0.0,0.0003,0.0,0.0075,0.0387,0.0001
veränderung,146,0.0,0.0076,0.0,0.0001,0.0002,0.0001,0.0027,0.0002,0.0001,0.0369,0.0003,0.0,0.0155,0.0,0.0036
mutation,146,0.0111,0.0144,0.0,0.0001,0.0021,0.0001,0.0009,0.0002,0.0001,0.0181,0.0003,0.0,0.0138,0.0013,0.0001
molekular,138,0.0039,0.0159,0.0086,0.0001,0.0027,0.0001,0.0,0.0002,0.0001,0.0,0.0003,0.0186,0.0096,0.0069,0.0001
prinzip,138,0.0152,0.0,0.0,0.0092,0.0025,0.0043,0.0133,0.0094,0.0001,0.0,0.0003,0.0001,0.0063,0.0,0.0001
ebene,129,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0002,0.0001,0.0,0.0003,0.0,0.032,0.0,0.0001
replikation,128,0.0378,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0002,0.0001,0.0,0.0003,0.0,0.0045,0.0055,0.0001
ursache,128,0.0,0.0,0.0,0.0001,0.0051,0.0096,0.0161,0.0002,0.0001,0.0,0.0003,0.0,0.0101,0.0,0.0001
vielfalt,126,0.0024,0.0,0.0,0.0001,0.0107,0.0001,0.0135,0.0002,0.0001,0.0322,0.0003,0.0,0.0006,0.0,0.0001
zelle,125,0.0156,0.0011,0.0,0.0001,0.0,0.0001,0.0031,0.0202,0.0001,0.0,0.0003,0.0212,0.0078,0.0,0.0001
variation,125,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0342,0.0002,0.0001,0.0,0.0003,0.0,0.0,0.0,0.0001
weitergabe,122,0.0196,0.0,0.0,0.0001,0.0,0.0001,0.0191,0.0002,0.0001,0.0,0.0003,0.0,0.0,0.0,0.0001
kommunikation,122,0.0,0.0142,0.0085,0.0028,0.0,0.0001,0.0,0.0002,0.0001,0.0042,0.0003,0.0312,0.0064,0.0,0.0001
anwendung,115,0.0103,0.0,0.0,0.0001,0.0143,0.0062,0.0,0.014,0.0001,0.0062,0.0003,0.0,0.0029,0.0,0.0071
führen,115,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0285,0.0002,0.0001,0.0,0.0003,0.0,0.0,0.0084,0.0001
lebewesen,114,0.0,0.0,0.0,0.0001,0.0,0.0025,0.0292,0.0002,0.0001,0.0,0.0003,0.0,0.0,0.0,0.0001
entstehung,110,0.0053,0.0,0.0,0.0001,0.0001,0.0001,0.0076,0.0002,0.0093,0.0103,0.0003,0.0,0.0116,0.0,0.0001
biologisch,106,0.0056,0.0125,0.0,0.0001,0.0029,0.0001,0.0004,0.0035,0.0001,0.002,0.0003,0.0044,0.0065,0.0,0.0189
individuell,103,0.0,0.0,0.0045,0.0001,0.0,0.0001,0.0257,0.0002,0.0001,0.0,0.0003,0.0,0.0,0.0,0.0001
gentechnik,103,0.0,0.0,0.0,0.0001,0.0222,0.0001,0.0,0.0002,0.0001,0.0108,0.0003,0.0,0.0032,0.0,0.0102
verbindlich,103,0.0021,0.0,0.0,0.0033,0.0042,0.0001,0.0028,0.0002,0.0041,0.0,0.0003,0.0,0.0006,0.0289,0.0002
meiose,102,0.0214,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0002,0.0001,0.034,0.0003,0.0,0.0,0.0,0.0001
