term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12
nationalsozialismus,58,0.005,0.0033,0.0349,0.0017,0.0057,0.0006,0.0123,0.0008,0.0094,0.0004,0.0491,0.1073
antisemitismus,45,0.0049,0.0029,0.0337,0.0017,0.0058,0.0005,0.0285,0.0008,0.0009,0.0003,0.0434,0.0354
politisch,39,0.0047,0.0029,0.0226,0.0017,0.0047,0.02,0.0149,0.0219,0.0008,0.0004,0.0126,0.0009
demokratie,35,0.0049,0.0028,0.042,0.0018,0.0051,0.0017,0.0316,0.0008,0.0022,0.0386,0.0153,0.0009
gesellschaftlich,33,0.0048,0.0028,0.0003,0.0017,0.0051,0.0141,0.032,0.0239,0.0009,0.0441,0.0029,0.0011
ideologisch,31,0.0046,0.0029,0.0003,0.0017,0.0046,0.0005,0.0001,0.0426,0.0009,0.0004,0.0377,0.0013
nationalsozialistisch,28,0.0046,0.0028,0.0075,0.0016,0.0045,0.0006,0.0001,0.0008,0.0334,0.0005,0.0073,0.0547
imperialismus,24,0.0046,0.0028,0.0003,0.0017,0.0045,0.0007,0.0001,0.0008,0.1017,0.0004,0.0004,0.0009
ideologie,23,0.0047,0.003,0.0102,0.0017,0.0047,0.0006,0.0002,0.0008,0.0008,0.0004,0.0003,0.0768
charakterisieren,22,0.0046,0.0028,0.0004,0.0017,0.0046,0.0006,0.0001,0.0008,0.0431,0.0004,0.0216,0.001
form,22,0.0047,0.0327,0.0412,0.0017,0.0047,0.0208,0.0002,0.0008,0.0094,0.0004,0.0062,0.0009
projekt,22,0.0047,0.082,0.0005,0.0273,0.0045,0.0006,0.0001,0.0008,0.0008,0.0004,0.0247,0.0009
europa,21,0.0051,0.0029,0.0003,0.0016,0.0049,0.0009,0.0001,0.0008,0.0122,0.0392,0.0248,0.0102
ursache,21,0.0046,0.0029,0.0003,0.0017,0.0047,0.0281,0.0265,0.0008,0.0186,0.0004,0.0007,0.0009
volksgemeinschaft,21,0.0046,0.0029,0.0005,0.0017,0.0048,0.0006,0.0001,0.0008,0.0008,0.0004,0.0257,0.0315
weltkrieg,21,0.0048,0.0179,0.0409,0.0017,0.0048,0.0006,0.0002,0.0008,0.0353,0.0004,0.0003,0.0199
leben,20,0.0046,0.0028,0.0065,0.0018,0.0048,0.0268,0.0002,0.0008,0.0053,0.0004,0.0109,0.0009
mensch,20,0.0052,0.0028,0.0051,0.0404,0.0045,0.0043,0.0143,0.0008,0.0134,0.0003,0.0057,0.0009
historisch,19,0.0046,0.003,0.0003,0.0017,0.0045,0.0113,0.0039,0.0008,0.0008,0.1065,0.0135,0.0009
menschenrecht,19,0.0046,0.0028,0.0003,0.067,0.005,0.0326,0.0004,0.0008,0.0008,0.0004,0.0003,0.0009
demokratisch,18,0.0046,0.0029,0.0003,0.0232,0.005,0.0017,0.0202,0.0008,0.0008,0.0004,0.0005,0.0011
diktatur,18,0.0046,0.0028,0.0071,0.0017,0.0045,0.0005,0.0132,0.0008,0.0022,0.0003,0.0153,0.0084
inhalt,18,0.0048,0.0028,0.0004,0.0039,0.0046,0.0087,0.0141,0.0008,0.0008,0.0004,0.012,0.0169
denken,17,0.0047,0.0029,0.0003,0.0017,0.0047,0.0006,0.0001,0.052,0.0067,0.0004,0.0052,0.0037
führerprinzip,17,0.0047,0.0029,0.0003,0.0016,0.0047,0.0006,0.0001,0.0008,0.0008,0.0004,0.0182,0.033
sozialdarwinismus,17,0.0046,0.0028,0.0003,0.0017,0.0047,0.0035,0.0001,0.0008,0.0179,0.0004,0.0163,0.0147
vorurteil,17,0.0047,0.0029,0.0003,0.0017,0.0049,0.0043,0.0001,0.0508,0.0134,0.0004,0.0017,0.0009
welt,17,0.0047,0.0029,0.0003,0.0017,0.0046,0.0009,0.0001,0.0008,0.0553,0.0004,0.0075,0.0009
deutschland,16,0.0048,0.0028,0.0442,0.037,0.0045,0.0056,0.0005,0.0008,0.0011,0.0004,0.0004,0.0009
diskriminierung,16,0.0046,0.0029,0.0004,0.0017,0.005,0.0266,0.0375,0.0008,0.0008,0.0004,0.0003,0.0008
gesellschaft,16,0.0047,0.0326,0.0003,0.0017,0.0046,0.0006,0.0001,0.0008,0.0008,0.0003,0.0192,0.0166
international,16,0.0047,0.0028,0.0003,0.0018,0.0052,0.0262,0.0124,0.0008,0.0008,0.0004,0.0097,0.0009
umgang,16,0.0046,0.0028,0.001,0.0016,0.0049,0.001,0.0314,0.0008,0.0008,0.0003,0.0004,0.0009
