topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.3405,226,36.2321
2,3,0.1511,85,20.8624
3,7,0.14,77,25.0231
4,2,0.1307,66,20.334
5,5,0.094,45,20.3993
6,1,0.0803,38,32.4737
7,4,0.0634,32,20.7422
