topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,6,0.2589,402,34.7655
2,1,0.1746,232,58.1783
3,10,0.1067,130,77.5501
4,7,0.0972,98,50.3874
5,3,0.0881,99,48.3695
6,2,0.0747,100,64.7287
7,5,0.0741,93,61.7864
8,9,0.0495,51,42.8985
9,8,0.0489,48,44.0396
10,4,0.0274,24,66.0041
