topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,7,21,15,1,34,78
2,14,9,5,6,8,42
3,41,2,6,0,0,49
4,0,9,75,0,34,118
5,8,4,17,0,17,46
6,2,6,0,3,12,23
7,2,13,22,0,3,40
8,1,4,6,0,12,23
9,77,3,5,0,0,85
10,3,28,13,5,27,76
11,39,3,15,0,79,136
12,3,8,62,0,119,192
13,56,2,0,0,1,59
14,2,2,52,0,80,136
15,8,5,71,2,88,174
