rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,verhalten,106,106.09213521113686,0.04497091413133453
2,evolution,61,57.89217124694662,0.02453964996407816
3,mensch,151,57.72279177297527,0.024467852466889355
4,ultimat,54,53.62627751828968,0.02273139961467157
5,proximat,49,48.683813027400596,0.02063636075269935
6,organismus,51,43.639183735196305,0.01849801571635287
7,endogen,36,36.24314352428811,0.015362941767895521
8,veränderung,92,34.44957697803105,0.014602674977336161
9,niveau,33,33.034796303151225,0.014002970012231329
10,erklärung,55,32.87297832506685,0.013934377723247267
11,exogen,32,32.3859422504986,0.013727930210010944
12,leistungskurs,30,29.840316808698912,0.012648876584349754
13,erhöht,29,29.45335088753038,0.012484847354680749
14,fitness,27,26.97133884963634,0.011432758526353023
15,grundlegend,66,24.441484011301505,0.010360389830284455
16,abstammung,24,23.526266515680337,0.00997244243602036
17,wirkung,146,22.997148354125848,0.009748156937748113
18,reproduktiv,23,22.941073195695868,0.00972438749310797
19,kausal,41,22.47875230120879,0.009528416385487943
20,adaptiv,22,21.980384586106744,0.009317165554527848
