term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5
gegenwart,277,0.0409,0.0001,0.0039,0.0008,0.0106
historisch,199,0.0309,0.0001,0.0038,0.0009,0.0007
mensch,165,0.0182,0.0135,0.0001,0.0063,0.0025
leben,148,0.0052,0.0239,0.0041,0.0162,0.0059
politisch,145,0.0139,0.0001,0.0043,0.0107,0.0131
frage,136,0.0027,0.0261,0.0162,0.0017,0.0149
entwicklung,121,0.0053,0.009,0.0079,0.0088,0.0154
geschichte,118,0.0178,0.0001,0.0052,0.0001,0.0001
gesellschaftlich,114,0.0081,0.0103,0.0091,0.0036,0.0106
sozial,110,0.0029,0.0027,0.0001,0.0122,0.0242
gestaltung,110,0.0079,0.0238,0.0094,0.0001,0.0001
kompetenz,103,0.0071,0.0003,0.0046,0.0092,0.0103
handeln,100,0.0071,0.0082,0.0001,0.0046,0.0135
vergangenheit,97,0.0145,0.0001,0.0042,0.0003,0.0001
fach,97,0.0116,0.0001,0.0146,0.0007,0.0016
herausforderung,88,0.001,0.006,0.006,0.0185,0.002
gesellschaft,80,0.0079,0.0002,0.0001,0.0111,0.0001
inhalt,79,0.0049,0.0001,0.0001,0.0085,0.0119
arbeit,79,0.001,0.0049,0.0359,0.0002,0.0001
europa,77,0.0001,0.0001,0.0001,0.0246,0.0001
lernen,76,0.0063,0.0001,0.0001,0.0099,0.0043
reflektieren,74,0.0053,0.0211,0.0001,0.0001,0.0013
europäisch,74,0.0014,0.0001,0.0001,0.0218,0.0001
demokratie,73,0.0001,0.0001,0.0001,0.0232,0.0001
entwickeln,72,0.0035,0.0142,0.0001,0.0006,0.0109
welt,69,0.0021,0.0043,0.0001,0.0141,0.0001
aktuell,66,0.0094,0.0001,0.0001,0.0038,0.0001
problem,65,0.0069,0.0001,0.0001,0.0008,0.0116
ethik,63,0.0,0.0048,0.0027,0.0111,0.0032
wirtschaftlich,60,0.008,0.0001,0.0001,0.0046,0.0001
verschieden,57,0.0037,0.001,0.0001,0.0034,0.0111
bezug,55,0.0033,0.0001,0.0001,0.0098,0.0001
nachhaltig,53,0.0001,0.0095,0.0001,0.0033,0.0122
auseinandersetzung,53,0.0028,0.0075,0.0101,0.0001,0.0026
orientierung,53,0.0078,0.0001,0.0001,0.0017,0.0001
verantwortung,52,0.0014,0.0102,0.0001,0.0025,0.0073
chance,51,0.0017,0.0073,0.0077,0.0014,0.0047
ökologisch,50,0.0021,0.0001,0.0001,0.0032,0.0135
deutschland,49,0.0012,0.0001,0.0001,0.0134,0.0001
ökonomisch,49,0.0014,0.0001,0.0001,0.0001,0.0218
international,48,0.0019,0.0001,0.0001,0.0118,0.0001
wandel,47,0.0002,0.0001,0.0153,0.006,0.0001
bewerten,45,0.0065,0.0022,0.0001,0.0001,0.0013
frieden,44,0.0,0.0001,0.0001,0.0136,0.0001
politik,43,0.003,0.0001,0.0001,0.0092,0.0001
möglich,42,0.0029,0.0023,0.0001,0.0001,0.0105
fähigkeit,42,0.0063,0.0001,0.0025,0.0001,0.0001
unterricht,42,0.0045,0.0086,0.0001,0.0001,0.0007
iii,40,0.0,0.0003,0.0001,0.0107,0.0001
geschichtsbewusstsein,37,0.0061,0.0001,0.0001,0.0001,0.0001
gerechtigkeit,36,0.0,0.0001,0.0001,0.0101,0.0001
blick,34,0.0022,0.0001,0.0001,0.0001,0.0103
analysieren,34,0.0016,0.0131,0.0001,0.0001,0.0001
umwelt,34,0.0,0.0112,0.0001,0.0017,0.0037
grenze,33,0.0,0.0001,0.0001,0.0098,0.0001
hoffnung,32,0.0,0.0107,0.0001,0.001,0.0035
zukünftig,30,0.0027,0.0002,0.0078,0.0001,0.0002
individuell,29,0.0,0.0001,0.0001,0.0029,0.0096
persönlich,29,0.0,0.0034,0.0001,0.0001,0.0113
ethisch,29,0.0,0.0089,0.0056,0.0001,0.0009
fördern,28,0.0002,0.0001,0.0051,0.0001,0.0097
beruflich,28,0.0,0.0156,0.0001,0.0001,0.0001
vorstellung,27,0.0015,0.0087,0.0001,0.0001,0.0007
form,26,0.0006,0.0001,0.0125,0.0001,0.0001
angesichts,26,0.0007,0.0091,0.0032,0.0001,0.0001
erhalten,25,0.0006,0.0114,0.0001,0.0001,0.0001
entscheidung,23,0.0001,0.0132,0.0001,0.0001,0.0001
digitalisierung,21,0.0,0.0009,0.0105,0.0007,0.0001
erfordern,18,0.0,0.0001,0.0099,0.0001,0.0001
bilden,17,0.0006,0.0001,0.0078,0.0001,0.0001
anlage,15,0.0,0.0001,0.0084,0.0001,0.0001
markt,15,0.0,0.0001,0.0093,0.0001,0.0001
selbstbestimmt,14,0.0,0.0001,0.0077,0.0001,0.0001
datum,14,0.0,0.0001,0.0078,0.0001,0.0001
lösungsansatz,14,0.0,0.0001,0.0074,0.0004,0.0001
auftrag,13,0.0,0.0001,0.0075,0.0001,0.0001
