term,total_across_topics,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10,Topic_11,Topic_12,Topic_13,Topic_14,Topic_15
entwicklung,844,0.0049,0.0886,0.0077,0.0613,0.0145,0.0001,0.0001,0.0084,0.0658,0.0077,0.0002,0.0337,0.0087,0.0001,0.0002
mensch,697,0.039,0.0,0.0134,0.0529,0.0128,0.0001,0.0001,0.0118,0.0219,0.0166,0.0026,0.0321,0.026,0.0889,0.014
basiskonzept,306,0.0,0.0329,0.0008,0.0003,0.0393,0.0001,0.0001,0.0,0.017,0.0,0.0002,0.032,0.0,0.0001,0.0002
entstehung,269,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0698,0.0056,0.0,0.0002,0.0,0.0121,0.0269,0.0002
verwandtschaft,254,0.0085,0.0,0.0001,0.0,0.0169,0.0001,0.0001,0.0051,0.0032,0.0,0.0002,0.0001,0.0735,0.0122,0.0002
organismus,254,0.0,0.0,0.0346,0.0,0.0,0.0001,0.0001,0.0,0.0217,0.0,0.0002,0.0117,0.0305,0.0028,0.0002
lebewesen,251,0.0015,0.0128,0.0001,0.0366,0.0,0.0001,0.0001,0.0024,0.0189,0.0,0.0002,0.0047,0.0111,0.0001,0.0002
evolutionstheorie,242,0.0097,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0577,0.0072,0.0,0.0002,0.0,0.0083,0.0001,0.0002
genetisch,237,0.013,0.0161,0.0001,0.0013,0.0,0.0001,0.0001,0.0034,0.022,0.0,0.0002,0.0049,0.0,0.0001,0.0002
biologisch,214,0.0041,0.0,0.0001,0.0166,0.0126,0.0026,0.048,0.0065,0.0043,0.0211,0.0002,0.0059,0.0,0.0001,0.0002
angepasstheit,213,0.0015,0.0,0.0001,0.0,0.0122,0.0195,0.0001,0.0003,0.0171,0.0,0.0002,0.0226,0.0,0.0001,0.0002
zusammenhang,201,0.0,0.0194,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0111,0.0,0.0092,0.0322,0.0,0.0001,0.0263
leben,193,0.0022,0.0,0.0001,0.0016,0.0,0.0001,0.0061,0.0586,0.0,0.0,0.0002,0.0091,0.0,0.0001,0.0002
selektion,185,0.0137,0.002,0.0001,0.0,0.0,0.0001,0.0001,0.0152,0.0178,0.0,0.0002,0.0,0.0,0.0001,0.0002
individuell,181,0.0,0.0277,0.0001,0.0,0.0248,0.0001,0.0001,0.0,0.0132,0.0,0.0002,0.0,0.0,0.0001,0.0002
system,178,0.0,0.0134,0.0001,0.0106,0.0,0.0001,0.0001,0.0,0.0237,0.0,0.0002,0.0,0.0,0.0001,0.0002
