topic_id,Bio,"Ethik, Philo",Geschichte,Psychologie,Sozialkunde,total
1,13,185,21,2,101,322
2,171,60,21,8,35,295
3,12,343,5,2,22,384
4,150,161,52,14,85,462
5,152,254,110,8,148,672
