topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,2,0.2243,162,54.4175
2,5,0.1389,94,75.1231
3,7,0.1342,92,35.6916
4,6,0.0948,49,29.8868
5,1,0.0888,56,28.0126
6,4,0.0792,57,31.8676
7,8,0.0768,53,49.1074
8,10,0.0593,36,21.0645
9,3,0.0544,32,44.9192
10,9,0.0494,30,63.1114
