rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,gegenwart,277,148.24389004829314,0.03705369820435331
2,mensch,165,88.90592114099954,0.022222117683672868
3,politisch,145,79.81259277094404,0.01994923179955747
4,geschichte,118,74.33367704568451,0.018579771717899356
5,historisch,199,73.85399746246729,0.0184598753599076
6,vergangenheit,97,68.49360994823328,0.017120041514842515
7,sozial,110,64.50865257580585,0.01612399771305725
8,leben,148,63.377616478800235,0.015841294188594802
9,frage,136,58.467897138104334,0.01461410527268766
10,entwicklung,121,51.12107537472233,0.012777760339396657
11,gesellschaftlich,114,49.201802207912465,0.012298036226170008
12,handeln,100,43.38260234690264,0.010843521808271033
13,kompetenz,103,41.56674456167248,0.010389646465860465
14,fach,97,41.19939655472417,0.010297827489840615
15,problem,65,40.5392005697834,0.010132810889333491
16,rolle,44,35.46600522175827,0.008864760993339708
17,ökonomisch,49,34.745648965472505,0.008684707277052749
18,fähigkeit,42,33.71642659901517,0.008427452189241326
19,inhalt,79,33.50601537814341,0.008374859708873658
20,phänomen,35,33.13369278440672,0.008281797330259017
