rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,arbeit,79,62.74649925070743,0.07280726833876558
2,frage,136,22.87404725264294,0.02654167031155928
3,form,26,21.257535496028183,0.024665967178443167
4,auseinandersetzung,53,15.602420498809797,0.018104111457314397
5,zukünftig,30,15.55080901629291,0.018044224593475915
6,datum,14,14.183701176525352,0.016457914782943107
7,einsicht,30,12.614772127096023,0.014637423764792837
8,anlage,15,12.249712512076684,0.014213830517874606
9,sehen,10,10.284630054134157,0.011933666882743846
10,statistisch,10,10.223989557930787,0.011863303293826575
11,gmbh,10,10.19142665273059,0.011825519254794727
12,markt,15,9.262927699135465,0.010748144847075859
13,designermöbel,9,9.222427418625468,0.010701150754559161
14,wirklichkeit,19,9.152573889578571,0.010620096915787912
15,text,12,9.081449080796572,0.010537567960382068
16,alternative,13,9.080573520574296,0.010536552012897967
17,darstellung,37,8.92982974317457,0.01036163798928545
18,beeinflussen,13,7.974551164687959,0.009253190113584001
19,statistik,9,7.916881964716129,0.00918627423831812
20,analyse,18,7.3786238756929245,0.008561711886776544
