rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,demokratie,73,81.68652151811948,0.02553220518299073
2,europa,77,58.48997669041266,0.018281817590637694
3,herausforderung,88,58.178889252588036,0.018184583087995452
4,gesellschaft,80,55.761703495667,0.017429059636094993
5,leben,148,55.08097642680453,0.01721628936662089
6,politisch,145,48.165613111057006,0.015054800888335915
7,frieden,44,47.35394516379351,0.014801103311491594
8,welt,69,44.65204165253839,0.013956587551095226
9,international,48,40.39760958966869,0.012626808410699478
10,ethik,63,38.441489335002466,0.012015397093672548
11,iii,40,37.496781026137455,0.011720115988151763
12,bezug,55,36.45238195270891,0.011393675212609767
13,lernen,76,36.15783069686839,0.01130160931285959
14,gerechtigkeit,36,35.24130588187929,0.01101513733196598
15,deutschland,49,34.825192571754116,0.010885075600654128
16,sozial,110,33.43368733252973,0.010450142191557954
17,beitrag,57,32.530454474463966,0.010167824788006393
18,kompetenz,103,31.247916966663198,0.009766950687904246
19,sozialstaat,27,30.746368519587126,0.009610185071962134
20,thema,54,29.304443370925654,0.009159492251776704
