topic_rank,topic_id,topic_prevalence,n_docs_where_dominant,peakiness
1,8,0.1688,137,31.1615
2,10,0.164,143,42.7459
3,6,0.1084,81,50.8195
4,12,0.0917,65,40.2936
5,2,0.0828,54,51.4158
6,1,0.0792,60,55.4993
7,9,0.0721,47,46.0806
8,7,0.0573,34,31.6729
9,11,0.0499,34,34.1803
10,4,0.0486,38,43.9668
11,5,0.0436,26,29.7311
12,3,0.0336,19,54.2883
