,text_excerpt,search_term,match_term,state,school type,grade,year,subject,doc_id,bertopic_topic
5,"die Rolle des Selbst für Entwicklung und Selbst-Entwurf, erörtern unterschiedliche Phasen und Entscheidungen im Entwicklungsprozess in Bezug auf die Aspekte Anspruch, Wunsch und Wirklichkeit, überprüfen die Rolle von Vernunft und Emotion bei Entscheidungsprozessen, bewerten die vielfältigen Rollen im Prozess des Selbst-Entwurfs sowie deren Chancen und Grenzen. Inhaltsfeld : Zwischenmenschliche Beziehungen Inhaltlicher Schwerpunkt: - Gemeinschaft als Herausforderung Sachkompetenz Die Schülerinnen und Schüler",Emotion,Emotion,NRW,,Sek1,2024,"Ethik, Philo",5,1
6,"zu einem besseren Selbstverständnis und zu Toleranz gegenüber anderen Menschenbildern und Weltanschauungen beitragen. Als Grundlage für Urteile und Handlungen dienen nicht nur kognitive Prozesse, sondern auch ein reflektierter Umgang mit Emotionen. Zentrales Prinzip des Unterrichts im Fach Praktische Philosophie ist es, das Philosophieren zu lernen. Entsprechend philosophieren Schülerinnen und Schüler selbstständig, d. h. sie reflektieren grundsätzliche philosophische Fragestellungen und Probleme methodisch",Emotion,Emotionen,NRW,,Sek1,2024,"Ethik, Philo",6,1
7,"Ende der Sekundarstufe I entwickelt werden. Inhaltsfeld : Das Selbst In diesem Inhaltsfeld geht es um Konzepte in Bezug auf den Menschen, dessen Persönlichkeit und Entwicklung. Hierbei werden individuelle Fähigkeiten, Emotionen sowie Vernunft und Vorstellungen des Seins besprochen. Verschiedene Möglichkeiten, sich und die eigene Persönlichkeit auszudrücken, werden in den Blick genommen. Durch die Auseinandersetzung mit diesen Konzepten werden eigene Handlungsmöglichkeiten eröffnet.",Emotion,Emotionen,NRW,,Sek1,2024,"Ethik, Philo",7,1
8,"und Persönlichkeit Sachkompetenz Die Schülerinnen und Schüler erläutern Merkmale ihrer Person und ihrer Persönlichkeit, identifizieren menschliche Bedürfnisse und Fähigkeiten und die damit einhergehenden Stärken und Schwächen, erläutern den Einfluss von Emotionen auf den Menschen und für das Zusammenleben, entwickeln Vorstellungen von Rollen und deren Entwicklung, erläutern unterschiedliche Möglichkeiten des Ausdrucks von Persönlichkeit u. a. sprachlich, künstlerisch, spielerisch. Urteilskompetenz Die Schülerinnen und",Emotion,Emotionen,NRW,,Sek1,2024,"Ethik, Philo",8,1
9,"des Ausdrucks von Persönlichkeit u. a. sprachlich, künstlerisch, spielerisch. Urteilskompetenz Die Schülerinnen und Schüler reflektieren die Bedeutung von Persönlichkeitsmerkmalen für den Lebensweg und für gesellschaftliches Miteinander, begründen die Relevanz von Emotionen und Fähigkeiten für den Entwicklungsprozess, beurteilen die Bedeutsamkeit von Sprache und weiterer Ausdrucksformen für sich selbst in der analogen und digitalen Welt. Inhaltsfeld : Zwischenmenschliche Beziehungen Inhaltlicher Schwerpunkt: - Beziehungen",Emotion,Emotionen,NRW,,Sek1,2024,"Ethik, Philo",9,1
162,"Sternbilder, Vexierbilder, unmögliche Figuren nach Escher benennen Aspekte des Fürwahrhaltens bei Glauben, Meinen und Wissen. Kriterien zur Unterscheidung von Aussagen im Bereich des Glaubens, Wissens und Meinens, ästhetische Urteile, Geschmacksurteile, emotionale Urteile, Werturteil subjektive Überzeugung, Plausibilität, Intersubjektivität, Objektivität, Formen der Beweisbarkeit, Evidenz prüfen die Darstellung von Wirklichkeit in verschiedenen Medien. setzen sich mit unterschiedlichen Wahrheitsansprüchen auseinander. medienspezifische Abbildungen wie Foto, Film,",Emotion,emotionale,Niedersachsen,Oberschule.pdf,,,"Ethik, Philo",162,1
386,"Ich entdecke mich selbst Bin ich so, wie ich mich sehe oder wie andere es mir sagen Was soll aus mir werden Kompetenzerwartungen Die Schülerinnen und Schüler können Sinnestäuschungen und emotionale Befangenheit beschreiben und reflektieren Wer bin ich, Wahrnehmungen differenziert beschreiben Wer bin ich, eigene Perspektiven und Gefühle von denen anderer unterscheiden Wer bin ich, Handlungsmuster z. B. Gewohnheiten beschreiben und",Emotion,emotionale,Saarland,GemS,"5,6",2018,"Ethik, Philo",386,1
387,"Selbständigkeit innerhalb des Zusammenlebens in der Gemeinschaft. Denkanstöße Was bedeutet Freundschaft für mich Welche Chancen bieten Freundschaften - welche Probleme können auftreten Kompetenzerwartungen Die Schülerinnen und Schüler können Sinnestäuschungen und emotionale Befangenheit beschreiben und reflektieren Chancen und Probleme, Wahrnehmungen differenziert beschreiben Chancen und Probleme, eigene Perspektiven und Gefühle von denen anderer unterscheiden Chancen und Probleme, Begriffe durch Beschreibungen verdeutlichen Freundschaft. inhaltsbezogene",Emotion,emotionale,Saarland,GemS,"5,6",2018,"Ethik, Philo",387,1
388,"Gütern unsere Handlungs- und Entwicklungsmöglichkeiten Wie wird unterschiedlicher Wohlstand gerechtfertigt Liegt Wohlstand in unserer Hand oder wird er durch äußere Einflüsse bestimmt Kompetenzerwartungen Die Schülerinnen und Schüler können Sinnestäuschungen und emotionale Befangenheit beschreiben und reflektieren Armut und Wohlstand, Wahrnehmungen differenziert beschreiben Armut und Wohlstand, eigene Perspektiven und Gefühle von denen anderer unterscheiden Armut und Wohlstand, ethisch relevante Fragen in Handlungen und",Emotion,emotionale,Saarland,GemS,"5,6",2018,"Ethik, Philo",388,1
389,der Natur - Natur erhalten In der Lebenswelt der Schülerinnen und Schüler nimmt die Begegnung mit der Natur einen immer geringeren Raum ein. Häufig verfügen sie deshalb kaum über eine emotionale Bindung zur Natur und über ein kognitives Verständnis für Zusammenhänge in der Natur. Trotz dieser Distanz und Unkenntnis werden sie beständig mit der Frage eines angemessenen Umgangs mit der Natur,Emotion,emotionale,Saarland,GemS,"5,6",2018,"Ethik, Philo",389,1
