rank,term,overall_term_freq_all_topics,estimated_term_freq_within_topic_before_normalization,estimated_term_freq_within_topic
1,wert,1230,86.88541631289195,0.04171658361048764
2,gesellschaftlich,270,77.74343398079897,0.037327213259208444
3,politisch,113,68.32409217518676,0.03280467338238358
4,wertvorstellung,147,53.543508222941504,0.025708022501006823
5,historisch,115,45.08444458910838,0.02164654417331566
6,ökonomisch,49,36.13416941012458,0.017349218814404432
7,demokratisch,70,34.60382343422783,0.016614448716433486
8,jugendliche,60,32.61926570444066,0.015661596419951806
9,kind,38,32.11508269807602,0.015419521357961494
10,reflexion,57,30.289816221328735,0.014543150100045909
11,aufbauend,28,25.688115334313274,0.012333720164044649
12,betrachtung,26,25.555630084018606,0.012270109580639366
13,verlangen,45,25.261465785051886,0.01212887149841768
14,verständnis,34,24.654253998079056,0.011837328885681564
15,rechtlich,67,24.027677268950587,0.011536488518928379
16,diskussion,53,23.570359342269306,0.01131691494335533
17,gesellschaft,171,22.749006483223162,0.010922556066202464
18,vielstimmig,24,22.298774102877292,0.010706384497533113
19,lebenspraxis,24,22.298661332777378,0.010706330352850364
20,häufig,36,22.298515718091362,0.010706260438387363
